Wall time,Step,Value
1570272749.9248974,1000,2.572971820831299
1570272908.73429,2000,2.8933868408203125
1570273065.8150506,3000,2.9236021041870117
1570273223.7437468,4000,2.820582866668701
1570273381.9852917,5000,2.3505353927612305
1570273540.3638527,6000,2.0550918579101562
1570273698.3720717,7000,2.9220588207244873
1570273856.6827335,8000,2.134640693664551
1570274011.5135336,9000,2.2923502922058105
1570274170.2830405,10000,2.008471965789795
1570274327.1510878,11000,1.986160397529602
1570274484.592976,12000,3.0090513229370117
1570274641.255089,13000,3.033475637435913
1570274798.189197,14000,1.4706783294677734
1570274955.0862465,15000,2.1053316593170166
1570275113.8895037,16000,2.453099250793457
1570275271.0525897,17000,1.8107900619506836
1570275427.8601623,18000,2.5886387825012207
1570275586.5906749,19000,2.0614843368530273
1570275742.2874613,20000,1.8964488506317139
1570275899.8127728,21000,2.351539134979248
1570276057.304434,22000,2.283231258392334
1570276214.2098048,23000,2.197021961212158
1570276371.120969,24000,2.381991147994995
1570276528.2599423,25000,1.9096598625183105
1570276685.595078,26000,2.1220526695251465
1570276843.888682,27000,1.8821768760681152
1570277001.0283408,28000,3.236660957336426
1570277155.7046595,29000,2.487692356109619
1570277312.9621563,30000,2.2333967685699463
1570277471.658234,31000,1.8569124937057495
1570277631.771659,32000,2.6659650802612305
1570277789.9560683,33000,2.3093457221984863
1570277947.5286694,34000,2.5741634368896484
1570278105.2143214,35000,1.6697983741760254
1570278262.4361815,36000,2.8029444217681885
1570278419.1154864,37000,2.22115159034729
1570278577.9879892,38000,1.7723915576934814
1570278737.0457354,39000,2.773707151412964
1570278895.9776838,40000,2.3573241233825684
1570279054.9197896,41000,1.8989181518554688
1570279215.5141268,42000,2.4594955444335938
1570279370.6548193,43000,2.4497268199920654
1570279530.350299,44000,2.39711332321167
1570279688.9281073,45000,2.086160898208618
1570279846.4442391,46000,2.5596492290496826
1570280005.3095806,47000,2.606088399887085
1570280160.4745631,48000,2.5899901390075684
1570280320.7294743,49000,2.0227298736572266
1570280478.8793035,50000,2.3835935592651367
1570280637.179783,51000,2.3430585861206055
1570280794.4569752,52000,2.782667636871338
1570280953.761867,53000,1.8262139558792114
1570281111.2001476,54000,2.3390111923217773
1570281268.527466,55000,2.8305938243865967
1570281428.6465013,56000,1.6254067420959473
1570281587.6294866,57000,2.4942994117736816
1570281745.9666576,58000,1.720687747001648
1570281902.9863389,59000,2.3454654216766357
1570282064.1301677,60000,2.430128574371338
1570282225.8820224,61000,1.868456482887268
1570282388.842859,62000,2.039886474609375
1570282551.0610952,63000,2.68359375
1570282713.8457792,64000,2.4267992973327637
1570282872.2434893,65000,2.6256942749023438
1570283030.091747,66000,3.022502899169922
1570283190.236277,67000,2.3471851348876953
1570283346.3175693,68000,2.202000141143799
1570283503.1094375,69000,2.3287127017974854
1570283663.7908099,70000,1.594083309173584
1570283821.814101,71000,2.0475683212280273
1570283979.8130894,72000,2.686354637145996
1570284140.1849804,73000,2.126650333404541
1570284298.686447,74000,2.059279441833496
1570284456.7970448,75000,2.649003505706787
1570284615.104935,76000,2.269108772277832
1570284775.379862,77000,1.8120033740997314
1570284932.3329964,78000,1.699415683746338
1570285090.9262254,79000,2.237081527709961
1570285249.1183534,80000,2.4860658645629883
1570285407.412363,81000,1.6872072219848633
1570285566.4362266,82000,2.021904468536377
1570285726.3786888,83000,2.6447949409484863
1570285885.1208599,84000,2.2651288509368896
1570286042.6189833,85000,2.167870044708252
1570286200.7562356,86000,1.818788766860962
1570286359.1142914,87000,2.0288991928100586
1570286516.6602561,88000,2.451817512512207
1570286675.4252453,89000,2.181643009185791
1570286835.2735064,90000,2.124315023422241
1570286993.248137,91000,1.9041658639907837
1570287151.1170819,92000,2.312980890274048
1570287310.034626,93000,2.6495602130889893
1570287465.7325122,94000,1.9949326515197754
1570287624.0373755,95000,1.6412447690963745
1570287784.7832174,96000,1.8608150482177734
1570287943.1276648,97000,1.8961129188537598
1570288102.0664408,98000,2.469426155090332
1570288260.049299,99000,1.9022623300552368
1570288420.169496,100000,2.402839183807373
1570288576.2089953,101000,2.5247714519500732
1570288736.5673833,102000,2.6060121059417725
1570288895.0750837,103000,2.5387179851531982
1570289053.813953,104000,2.36818790435791
1570289210.9589338,105000,2.052222728729248
1570289369.7105708,106000,2.510225772857666
1570289531.144967,107000,1.810054063796997
1570289691.4362705,108000,2.226317882537842
1570289854.452353,109000,2.5418379306793213
1570290024.232844,110000,2.2077221870422363
1570290194.598913,111000,2.6865930557250977
1570290363.7252324,112000,3.0932915210723877
1570290529.930524,113000,2.738617181777954
1570290691.8928223,114000,1.9980305433273315
1570290855.9348047,115000,2.7090158462524414
1570291020.3945239,116000,2.385921001434326
1570291186.7745743,117000,2.4292430877685547
1570291346.9067073,118000,1.8233166933059692
1570291504.1307895,119000,2.917163372039795
1570291663.1262798,120000,2.2934441566467285
1570291820.491638,121000,1.9795745611190796
1570291977.855786,122000,1.9904733896255493
1570292135.0413797,123000,1.917229413986206
1570292292.8338742,124000,1.5784657001495361
1570292453.852897,125000,1.652698040008545
1570292614.4314013,126000,2.5078482627868652
1570292777.110123,127000,2.178652763366699
1570292936.8300762,128000,2.5157227516174316
1570293095.2522523,129000,2.411027669906616
1570293254.685244,130000,2.7529845237731934
1570293412.8281004,131000,3.0130889415740967
1570293572.3972685,132000,1.8726164102554321
1570293732.5588276,133000,1.9437732696533203
1570293894.1818974,134000,1.9319056272506714
1570294054.2292705,135000,1.9804103374481201
1570294213.085315,136000,2.574453830718994
1570294373.090174,137000,2.1245086193084717
1570294532.152084,138000,1.953810214996338
1570294690.8784523,139000,1.870743989944458
1570294851.4737413,140000,2.6728410720825195
1570295007.8639932,141000,2.3671441078186035
1570295167.5124903,142000,2.605144500732422
1570295326.1066177,143000,2.105203628540039
1570295484.2485313,144000,2.351499557495117
1570295641.7243226,145000,2.3950469493865967
1570295799.4902372,146000,1.6274185180664062
1570295956.946211,147000,2.386479377746582
1570296116.9684086,148000,2.0278918743133545
1570296274.869047,149000,2.2032723426818848
1570296431.8516223,150000,3.0155975818634033
1570296590.4191313,151000,2.29221248626709
1570296750.7399974,152000,2.8590235710144043
1570296908.9617593,153000,1.8906373977661133
1570297067.976625,154000,1.5124423503875732
1570297231.5019026,155000,2.400775909423828
1570297393.0660088,156000,1.689064860343933
1570297555.485794,157000,2.149197816848755
1570297717.7497144,158000,1.687316656112671
1570297875.7788892,159000,2.4537715911865234
1570298033.4341955,160000,1.907557725906372
1570298190.8814695,161000,3.2132210731506348
1570298348.557721,162000,2.1670660972595215
1570298508.2340844,163000,1.3586740493774414
1570298665.9015782,164000,2.4719913005828857
