Wall time,Step,Value
1574687757.046655,135,35.778072357177734
1574687768.9876602,244,35.227664947509766
1574687780.8102393,350,32.813262939453125
1574687792.4054198,456,35.02899932861328
1574687804.0968719,563,34.66400146484375
1574687815.8907115,672,36.87983322143555
1574687827.6758895,780,35.34883499145508
1574687839.199474,886,35.96783447265625
1574687850.6503675,991,35.8311653137207
1574687863.0589573,1097,35.57749938964844
1574687875.4005642,1210,35.351165771484375
1574687887.3753462,1320,36.48716735839844
1574687899.413984,1431,34.897499084472656
1574687911.3550425,1542,39.17583465576172
1574687923.1887918,1651,34.490665435791016
1574687934.7593987,1759,39.6966667175293
1574687946.9713087,1870,31.68199920654297
1574687958.8910067,1981,36.25550079345703
1574687971.4985101,2088,33.970664978027344
1574687983.163191,2195,33.54631042480469
1574687995.2826703,2306,35.1307373046875
1574688006.7821867,2411,33.878334045410156
1574688018.3116326,2517,34.75600051879883
1574688029.7680357,2621,31.84433364868164
1574688041.5004146,2728,31.148500442504883
1574688053.5954332,2839,34.52812957763672
1574688066.1018486,2952,30.107166290283203
1574688078.3056436,3057,34.20283508300781
1574688090.2364945,3167,37.267333984375
1574688102.656853,3281,35.05266571044922
1574688114.445789,3389,38.61166763305664
1574688125.4421268,3490,34.198665618896484
1574688138.4639695,3610,35.33254623413086
1574688150.3032994,3719,34.38533401489258
1574688162.4229093,3830,34.10187911987305
1574688174.3517618,3939,34.90371322631836
1574688187.2716155,4051,34.8745002746582
1574688200.0088232,4169,41.03900146484375
1574688212.120652,4280,33.42618942260742
1574688224.292702,4392,35.20949935913086
1574688235.7881482,4497,33.45916748046875
1574688247.443615,4605,36.93050003051758
1574688259.1654246,4712,34.606998443603516
1574688271.6184824,4827,36.9409065246582
1574688282.9057748,4931,36.361000061035156
1574688295.7935777,5041,33.353668212890625
1574688307.3827803,5147,34.04999923706055
1574688319.0631535,5254,35.48983383178711
1574688330.6125197,5359,32.89683151245117
1574688342.0965354,5464,34.24433517456055
1574688353.9336069,5574,40.57666778564453
1574688366.020384,5686,37.257999420166016
1574688377.9620287,5795,35.005714416503906
1574688389.2209642,5899,36.268333435058594
1574688401.6578639,6007,38.20166778564453
1574688413.521458,6116,37.779998779296875
1574688426.6722145,6238,39.77433395385742
1574688438.8823886,6351,36.93466567993164
1574688450.5217772,6458,37.447750091552734
1574688463.5632339,6579,42.079166412353516
1574688476.099038,6696,42.052833557128906
1574688487.7796032,6804,38.585166931152344
1574688500.6424918,6923,38.76723861694336
1574688514.5628223,7045,41.28099822998047
1574688527.3526592,7163,38.5225830078125
1574688539.5961733,7277,39.37112045288086
1574688551.6024718,7389,40.22100067138672
1574688563.5885863,7500,36.40599822998047
1574688575.406677,7610,40.549835205078125
1574688587.2019026,7719,37.494998931884766
1574688599.043432,7829,39.324832916259766
1574688612.051191,7950,40.37183380126953
1574688624.1689098,8055,36.502498626708984
1574688635.6675436,8161,36.69599914550781
1574688647.9307375,8276,41.90833282470703
1574688659.4685986,8382,38.87983322143555
1574688672.1490204,8500,38.81700134277344
1574688685.0978246,8620,40.27349853515625
1574688697.518371,8736,41.88233184814453
1574688709.8130198,8850,39.50149917602539
1574688721.8017714,8962,42.04100036621094
1574688734.852186,9077,40.250999450683594
1574688747.7663178,9197,41.2912483215332
1574688760.191172,9312,38.81449890136719
1574688772.6405115,9427,36.85828399658203
1574688784.6794899,9538,38.8504753112793
1574688797.0127265,9653,41.03183364868164
1574688808.882705,9763,38.17183303833008
1574688820.888978,9876,42.75133514404297
1574688832.7165267,9986,38.9283332824707
1574688845.840015,10098,39.82433319091797
1574688858.225537,10213,40.644500732421875
1574688869.6825476,10319,37.24583435058594
1574688881.7189846,10430,37.53850173950195
1574688894.9442196,10554,41.99116516113281
1574688907.7102785,10673,44.16733169555664
1574688920.5035503,10793,45.21033477783203
1574688932.3100836,10903,39.62183380126953
1574688945.6340907,11015,41.928001403808594
1574688958.213173,11133,43.73699951171875
1574688970.163549,11244,40.8321647644043
1574688982.7694936,11362,39.811668395996094
1574688995.4161797,11481,45.89849853515625
1574689008.1928782,11601,44.593666076660156
1574689020.4361885,11715,41.31416702270508
1574689033.0194764,11832,40.77964401245117
1574689045.8129046,11951,40.49980926513672
1574689059.0001576,12064,42.18733215332031
1574689071.0610662,12177,43.15083312988281
1574689083.3672984,12292,44.474998474121094
1574689095.508424,12405,42.00666809082031
1574689108.3596096,12526,45.23899841308594
1574689121.623853,12651,46.976165771484375
1574689134.281978,12770,48.13666534423828
1574689146.8102489,12888,47.09266662597656
1574689160.9326022,13005,42.63850021362305
1574689173.3401985,13121,42.29750061035156
1574689186.121344,13241,47.547332763671875
1574689199.090513,13363,47.50316619873047
1574689212.365439,13487,46.166500091552734
1574689225.2593274,13608,45.99433517456055
1574689238.1904058,13729,46.15733337402344
1574689252.663711,13865,44.179500579833984
1574689265.4470146,13987,52.755001068115234
1574689279.0746577,14105,44.739166259765625
1574689293.426697,14241,49.62483215332031
1574689306.1196613,14360,43.27366638183594
1574689318.9848764,14480,43.5724983215332
1574689331.6483748,14599,44.2581672668457
1574689344.7085974,14721,42.26350021362305
1574689357.8516834,14846,52.70033264160156
1574689370.338086,14963,44.43166732788086
1574689383.6989295,15080,46.421165466308594
1574689396.4532456,15200,46.994998931884766
1574689409.3518958,15322,49.48249816894531
1574689421.8370347,15441,53.68583297729492
1574689434.925566,15564,47.830665588378906
1574689447.5479321,15684,50.05033493041992
1574689461.3983479,15815,51.6706657409668
1574689473.8329518,15932,48.56116485595703
1574689488.2461634,16060,51.75699996948242
1574689501.5179555,16186,51.034332275390625
1574689514.7030065,16311,50.36249923706055
1574689528.075723,16438,50.614498138427734
1574689540.6206396,16557,47.416831970214844
1574689552.909578,16673,50.458499908447266
1574689566.5205572,16803,56.763832092285156
1574689580.215978,16934,60.72716522216797
1574689595.1660645,17060,56.46666717529297
1574689608.3623614,17186,57.369667053222656
