Wall time,Step,Value
1574233435.25483,19000,95.90380096435547
1574233460.9265504,42433,131.2608184814453
1574233464.2344406,45433,136.18038940429688
1574233476.2292416,56433,155.18707275390625
1574233492.5938692,71433,176.66238403320312
1574233495.9260073,74433,180.0578155517578
1574233517.7289708,94433,212.85577392578125
1574233593.9091926,155433,375.70794677734375
1574233597.1825097,158433,382.2015075683594
1574233606.9201472,167433,397.3855895996094
1574233624.2277935,183433,423.8554992675781
1574233684.3018832,229433,445.2363586425781
1574233689.762471,234433,442.59417724609375
1574233712.4152648,255433,442.63037109375
1574233717.7999446,260433,444.1348876953125
1574233725.3543477,267433,446.32763671875
1574233731.9535267,273433,447.206787109375
1574233780.388274,308433,460.699462890625
1574233782.578366,310433,462.3202209472656
1574233791.300327,318433,465.9078674316406
1574233823.0356033,347433,483.9057922363281
1574233844.9481661,367433,491.59381103515625
1574233913.855858,421433,488.61627197265625
1574233914.987041,422433,488.2682189941406
1574233936.7326603,442433,483.2185363769531
1574233940.0206096,445433,481.38037109375
1574233956.3430772,460433,476.0869445800781
1574233959.6559749,463433,475.29791259765625
1574233960.7065878,464433,474.9902648925781
1574233971.6301548,474433,471.97125244140625
1574233992.2627728,493433,473.8799743652344
1574234049.216641,536433,484.5327453613281
1574234078.537291,563433,495.7515563964844
1574234095.9701252,579433,501.6363220214844
1574234103.6756601,586433,503.3520202636719
1574234104.7242737,587433,503.5537109375
1574234150.977422,620433,504.0762634277344
1574234166.2798483,634433,495.2033996582031
1574234173.9618602,641433,489.264892578125
1574234175.044959,642433,488.7878112792969
1574234177.2047257,644433,488.5775451660156
1574234180.4362397,647433,487.72967529296875
1574234182.585857,649433,487.679443359375
1574234195.6045067,661433,485.32647705078125
1574234206.4630132,671433,480.9349670410156
1574234263.5348463,714433,468.59478759765625
1574234272.2411623,722433,466.4216613769531
1574234281.0786617,730433,467.5565185546875
1574234304.9890318,752433,472.0027160644531
1574234309.4565783,756433,464.9349365234375
1574234319.385609,765433,446.2467041015625
1574234323.7557027,769433,444.11468505859375
1574234325.9640071,771433,444.13397216796875
1574234341.2034247,785433,444.2129211425781
1574234343.3452237,787433,444.2225036621094
1574234348.8135395,792433,434.098388671875
1574234351.0125365,794433,435.39129638671875
1574234370.101767,802433,436.8551330566406
1574234376.6830351,808433,415.6349182128906
1574234377.7782981,809433,415.377197265625
