start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean
2018-11-10T12:23:50.132692,2018-11-10T12:23:50.139486,0.006794,1,10,1,1,1,1,1,1.0
2018-11-10T12:23:50.139572,2018-11-10T12:23:50.144279,0.004707,1,1,1,1,1,1,1,1.0
2018-11-10T12:23:50.144353,2018-11-10T12:23:50.149201,0.004848,1,0,1,1,1,1,1,1.0
2018-11-10T12:23:50.149272,2018-11-10T12:23:50.154126,0.004854,1,11,1,1,1,1,1,1.0
2018-11-10T12:23:50.154197,2018-11-10T12:23:50.159057,0.00486,1,4,1,1,1,1,1,1.0
2018-11-10T12:23:50.159130,2018-11-10T12:23:50.163996,0.004866,1,3,1,1,1,1,1,1.0
2018-11-10T12:23:50.164068,2018-11-10T12:23:50.168880,0.004812,1,3,1,1,1,1,1,1.0
2018-11-10T12:23:50.168952,2018-11-10T12:23:50.173709,0.004757,1,2,1,1,1,1,1,1.0
2018-11-10T12:23:50.173781,2018-11-10T12:23:50.178633,0.004852,1,11,1,1,1,1,1,1.0
2018-11-10T12:23:50.178706,2018-11-10T12:23:50.183545,0.004839,1,1,1,1,1,1,1,1.0
2018-11-10T12:23:50.183617,2018-11-10T12:23:50.188453,0.004836,1,10,1,1,1,1,1,1.0
2018-11-10T12:23:50.188524,2018-11-10T12:23:50.193257,0.004733,1,11,1,1,1,1,1,1.0
2018-11-10T12:23:50.193329,2018-11-10T12:23:50.198172,0.004843,1,8,1,1,1,1,1,1.0
2018-11-10T12:23:50.198243,2018-11-10T12:23:50.203089,0.004846,1,1,1,1,1,1,1,1.0
2018-11-10T12:23:50.203160,2018-11-10T12:23:50.208018,0.004858,1,9,1,1,1,1,1,1.0
2018-11-10T12:23:50.208087,2018-11-10T12:23:50.212902,0.004815,1,6,1,1,1,1,1,1.0
2018-11-10T12:23:50.212971,2018-11-10T12:23:50.217818,0.004847,1,0,1,1,1,1,1,1.0
2018-11-10T12:23:50.217890,2018-11-10T12:23:50.222726,0.004836,1,0,1,1,1,1,1,1.0
2018-11-10T12:23:50.222798,2018-11-10T12:23:50.226685,0.003887,1,1,1,1,1,1,1,1.0
2018-11-10T12:23:50.226758,2018-11-10T12:23:50.231592,0.004834,1,3,1,1,1,1,1,1.0
