start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,solution
2018-11-04T08:27:01.437716,2018-11-04T08:27:01.440617,0.002901,1,10,1,0,
2018-11-04T08:27:01.440631,2018-11-04T08:27:01.441289,0.000658,1,1,1,0,
2018-11-04T08:27:01.441296,2018-11-04T08:27:01.441796,0.0005,1,0,1,0,
2018-11-04T08:27:01.441803,2018-11-04T08:27:01.442298,0.000495,1,11,1,0,
2018-11-04T08:27:01.442305,2018-11-04T08:27:01.442799,0.000494,1,4,1,0,
2018-11-04T08:27:01.442806,2018-11-04T08:27:01.443423,0.000617,1,3,1,0,
2018-11-04T08:27:01.443431,2018-11-04T08:27:01.443924,0.000493,1,3,1,0,
2018-11-04T08:27:01.443931,2018-11-04T08:27:01.444440,0.000509,1,2,1,0,
2018-11-04T08:27:01.444447,2018-11-04T08:27:01.444942,0.000495,1,11,1,0,
2018-11-04T08:27:01.444949,2018-11-04T08:27:01.445529,0.00058,1,1,1,0,
2018-11-04T08:27:01.445537,2018-11-04T08:27:01.446081,0.000544,1,10,1,0,
2018-11-04T08:27:01.446088,2018-11-04T08:27:01.446580,0.000492,1,11,1,0,
2018-11-04T08:27:01.446587,2018-11-04T08:27:01.447081,0.000494,1,8,1,0,
2018-11-04T08:27:01.447088,2018-11-04T08:27:01.447696,0.000608,1,1,1,0,
2018-11-04T08:27:01.447703,2018-11-04T08:27:01.448205,0.000502,1,9,1,0,
2018-11-04T08:27:01.448212,2018-11-04T08:27:01.448881,0.000669,1,6,1,0,
2018-11-04T08:27:01.448888,2018-11-04T08:27:01.449376,0.000488,1,0,1,0,
2018-11-04T08:27:01.449384,2018-11-04T08:27:01.449877,0.000493,1,0,1,0,
2018-11-04T08:27:01.449884,2018-11-04T08:27:01.450403,0.000519,1,1,1,0,
2018-11-04T08:27:01.450410,2018-11-04T08:27:01.450951,0.000541,1,3,1,0,
2018-11-04T08:27:01.460266,2018-11-04T08:27:01.461674,0.001408,2,3 8,1,1,
2018-11-04T08:27:01.461686,2018-11-04T08:27:01.463290,0.001604,2,0 8,1,2,
2018-11-04T08:27:01.463299,2018-11-04T08:27:01.464945,0.001646,2,11 10,1,2,
2018-11-04T08:27:01.464954,2018-11-04T08:27:01.466723,0.001769,2,8 6,1,2,
2018-11-04T08:27:01.466731,2018-11-04T08:27:01.468374,0.001643,2,7 9,1,2,
2018-11-04T08:27:01.468382,2018-11-04T08:27:01.469918,0.001536,2,0 2,1,2,
2018-11-04T08:27:01.469926,2018-11-04T08:27:01.471604,0.001678,2,6 5,1,2,
2018-11-04T08:27:01.471612,2018-11-04T08:27:01.477515,0.005903,2,2 3,1,2,
2018-11-04T08:27:01.477527,2018-11-04T08:27:01.479315,0.001788,2,1 1,1,2,
2018-11-04T08:27:01.479325,2018-11-04T08:27:01.493574,0.014249,2,1 5,1,2,
2018-11-04T08:27:01.493587,2018-11-04T08:27:01.495135,0.001548,2,9 4,1,2,
2018-11-04T08:27:01.495144,2018-11-04T08:27:01.496818,0.001674,2,11 7,1,2,
2018-11-04T08:27:01.496826,2018-11-04T08:27:01.498637,0.001811,2,1 6,1,2,
2018-11-04T08:27:01.498646,2018-11-04T08:27:01.499674,0.001028,2,8 4,1,1,
2018-11-04T08:27:01.499682,2018-11-04T08:27:01.501228,0.001546,2,9 5,1,2,
2018-11-04T08:27:01.501237,2018-11-04T08:27:01.503014,0.001777,2,3 11,1,2,
2018-11-04T08:27:01.503022,2018-11-04T08:27:01.520835,0.017813,2,0 10,1,2,
2018-11-04T08:27:01.520849,2018-11-04T08:27:01.522504,0.001655,2,4 1,1,2,
2018-11-04T08:27:01.522513,2018-11-04T08:27:01.524168,0.001655,2,1 6,1,2,
2018-11-04T08:27:01.524178,2018-11-04T08:27:01.525719,0.001541,2,7 10,1,2,
2018-11-04T08:27:01.539312,2018-11-04T08:27:01.543365,0.004053,3,2 5 5,1,6,
2018-11-04T08:27:01.543377,2018-11-04T08:27:01.547418,0.004041,3,11 10 10,1,6,
2018-11-04T08:27:01.547429,2018-11-04T08:27:01.551471,0.004042,3,2 11 3,1,6,
2018-11-04T08:27:01.551483,2018-11-04T08:27:01.555947,0.004464,3,4 11 8,1,7,
2018-11-04T08:27:01.555957,2018-11-04T08:27:01.570766,0.014809,3,0 3 0,1,4,
2018-11-04T08:27:01.570779,2018-11-04T08:27:01.572997,0.002218,3,4 1 3,1,3,
2018-11-04T08:27:01.573008,2018-11-04T08:27:01.575770,0.002762,3,5 3 10,1,4,
2018-11-04T08:27:01.575780,2018-11-04T08:27:01.622580,0.0468,3,10 7 2,1,29,
2018-11-04T08:27:01.622594,2018-11-04T08:27:01.623122,0.000528,3,7 0 1,1,0,
2018-11-04T08:27:01.623131,2018-11-04T08:27:01.625817,0.002686,3,2 10 2,1,4,
2018-11-04T08:27:01.625826,2018-11-04T08:27:01.641337,0.015511,3,9 1 6,1,5,
2018-11-04T08:27:01.641414,2018-11-04T08:27:01.691422,0.050008,3,7 8 4,1,36,
2018-11-04T08:27:01.691436,2018-11-04T08:27:01.706509,0.015073,3,8 8 1,1,4,
2018-11-04T08:27:01.706522,2018-11-04T08:27:01.708834,0.002312,3,10 8 9,1,3,
2018-11-04T08:27:01.708843,2018-11-04T08:27:01.711789,0.002946,3,5 2 0,1,4,
2018-11-04T08:27:01.711799,2018-11-04T08:27:01.712356,0.000557,3,7 0 1,1,0,
2018-11-04T08:27:01.712364,2018-11-04T08:27:01.715514,0.00315,3,5 4 3,1,4,
2018-11-04T08:27:01.715523,2018-11-04T08:27:01.717815,0.002292,3,9 1 1,1,3,
2018-11-04T08:27:01.717825,2018-11-04T08:27:01.782965,0.06514,3,1 8 10,1,31,
2018-11-04T08:27:01.783049,2018-11-04T08:27:01.788852,0.005803,3,10 10 5,1,7,
2018-11-04T08:27:01.800149,2018-11-04T08:27:01.808051,0.007902,4,1 3 3 1,1,11,
2018-11-04T08:27:01.808066,2018-11-04T08:27:01.815126,0.00706,4,9 0 1 11,1,9,
2018-11-04T08:27:01.815139,2018-11-04T08:27:01.992682,0.177543,4,0 5 1 8,1,147,
2018-11-04T08:27:01.992897,2018-11-04T08:27:01.998231,0.005334,4,11 8 10 11,1,7,
2018-11-04T08:27:01.998244,2018-11-04T08:27:03.041648,1.043404,4,4 3 0 9,1,381,
2018-11-04T08:27:03.041798,2018-11-04T08:27:05.049461,2.007663,4,5 0 1 4,1,876,
2018-11-04T08:27:05.049552,2018-11-04T08:27:05.127268,0.077716,4,2 4 0 0,1,41,
2018-11-04T08:27:05.127284,2018-11-04T08:27:05.133151,0.005867,4,1 9 10 10,1,8,
2018-11-04T08:27:05.133165,2018-11-04T08:27:05.150381,0.017216,4,4 1 3 1,1,7,
2018-11-04T08:27:05.150517,2018-11-04T08:27:05.156265,0.005748,4,9 9 8 6,1,8,
2018-11-04T08:27:05.156277,2018-11-04T08:27:05.203446,0.047169,4,6 4 9 9,1,27,
2018-11-04T08:27:05.203461,2018-11-04T08:27:05.205032,0.001571,4,1 2 0 7,1,1,
2018-11-04T08:27:05.205043,2018-11-04T08:27:05.280657,0.075614,4,9 7 4 0,1,44,
2018-11-04T08:27:05.292011,2018-11-04T08:27:05.297235,0.005224,4,4 2 1 0,1,7,
2018-11-04T08:27:05.297248,2018-11-04T08:27:05.359549,0.062301,4,11 9 4 7,1,49,
2018-11-04T08:27:05.359564,2018-11-04T08:27:06.410136,1.050572,4,9 9 0 10,1,444,
2018-11-04T08:27:06.410285,2018-11-04T08:27:06.538033,0.127748,4,10 3 7 9,1,123,
2018-11-04T08:27:06.538046,2018-11-04T08:27:06.976427,0.438381,4,10 10 2 10,1,340,
2018-11-04T08:27:06.976573,2018-11-04T08:27:07.090234,0.113661,4,0 2 11 6,1,101,
2018-11-04T08:27:07.090370,2018-11-04T08:27:07.095705,0.005335,4,11 1 10 10,1,7,
2018-11-04T08:27:07.096274,2018-11-04T08:27:07.450792,0.354518,5,6 7 3 6 5,1,335,
2018-11-04T08:27:07.450939,2018-11-04T08:27:07.454089,0.00315,5,6 11 0 0 7,1,4,
2018-11-04T08:27:07.454102,2018-11-04T08:27:08.351000,0.896898,5,9 6 9 6 11,1,676,
2018-11-04T08:27:08.351154,2018-11-04T08:27:08.405661,0.054507,5,1 9 8 0 10,1,82,
2018-11-04T08:27:08.405676,2018-11-04T08:27:08.448643,0.042967,5,11 10 10 1 9,1,52,
2018-11-04T08:27:08.448659,2018-11-04T08:27:11.231911,2.783252,5,6 8 7 4 0,1,968,
2018-11-04T08:27:11.232130,2018-11-04T08:27:19.320891,8.088761,5,3 11 11 7 5,1,3878,
2018-11-04T08:27:19.321042,2018-11-04T08:27:20.344059,1.023017,5,9 8 7 2 0,1,470,
2018-11-04T08:27:20.344202,2018-11-04T08:27:22.421145,2.076943,5,3 3 10 3 10,1,1157,
2018-11-04T08:27:22.421367,2018-11-04T08:27:22.438747,0.01738,5,8 6 9 7 8,1,26,
2018-11-04T08:27:22.438762,2018-11-04T08:27:22.782881,0.344119,5,6 9 11 3 4,1,182,
2018-11-04T08:27:22.783015,2018-11-04T08:27:22.804980,0.021965,5,3 8 11 4 11,1,32,
2018-11-04T08:27:22.804994,2018-11-04T08:27:22.807948,0.002954,5,11 11 10 5 9,1,4,
2018-11-04T08:27:22.807961,2018-11-04T08:27:22.989820,0.181859,5,9 11 3 4 7,1,99,
2018-11-04T08:27:22.989957,2018-11-04T08:27:23.045555,0.055598,5,8 6 1 5 3,1,36,
2018-11-04T08:27:23.045570,2018-11-04T08:27:26.574473,3.528903,5,10 9 9 0 10,1,2203,
2018-11-04T08:27:26.574573,2018-11-04T08:27:28.106579,1.532006,5,7 3 5 6 4,1,501,
2018-11-04T08:27:28.106689,2018-11-04T08:27:30.097844,1.991155,5,6 11 1 10 9,1,787,
2018-11-04T08:27:30.097990,2018-11-04T08:27:30.098727,0.000737,5,9 9 9 9 10,1,0,
2018-11-04T08:27:30.098737,2018-11-04T08:27:30.377517,0.27878,5,0 5 1 11 7,1,118,
2018-11-04T08:27:30.388167,2018-11-04T08:27:35.243911,4.855744,6,8 8 6 11 0 8,1,1622,
2018-11-04T08:27:35.244021,2018-11-04T08:27:37.503358,2.259337,6,4 2 6 4 7 6,1,1134,
2018-11-04T08:27:37.503454,2018-11-04T08:27:37.522509,0.019055,6,5 10 7 11 10 0,1,10,
2018-11-04T08:27:37.522523,2018-11-04T08:27:38.448641,0.926118,6,0 4 6 4 11 9,1,472,
2018-11-04T08:27:38.448747,2018-11-04T08:27:39.377680,0.928933,6,10 3 8 3 4 3,1,494,
2018-11-04T08:27:39.377846,2018-11-04T08:27:39.468702,0.090856,6,10 8 9 0 7 4,1,61,
2018-11-04T08:27:39.468717,2018-11-04T08:27:39.470646,0.001929,6,9 0 8 3 11 3,1,2,
2018-11-04T08:27:39.470660,2018-11-04T08:27:39.499742,0.029082,6,2 0 11 1 3 8,1,19,
2018-11-04T08:27:39.499822,2018-11-04T08:27:39.570824,0.071002,6,2 5 6 6 3 8,1,40,
2018-11-04T08:27:39.570840,2018-11-04T08:27:40.435057,0.864217,6,7 9 11 4 7 3,1,435,
