start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,solution
2018-11-04T08:26:22.986501,2018-11-04T08:26:22.993319,0.006818,1,10,1,0,
2018-11-04T08:26:22.993334,2018-11-04T08:26:22.998136,0.004802,1,1,1,0,
2018-11-04T08:26:22.998151,2018-11-04T08:26:23.003080,0.004929,1,0,1,0,
2018-11-04T08:26:23.003093,2018-11-04T08:26:23.007924,0.004831,1,11,1,0,
2018-11-04T08:26:23.007934,2018-11-04T08:26:23.012828,0.004894,1,4,1,0,
2018-11-04T08:26:23.012838,2018-11-04T08:26:23.017734,0.004896,1,3,1,0,
2018-11-04T08:26:23.017744,2018-11-04T08:26:23.022616,0.004872,1,3,1,0,
2018-11-04T08:26:23.022626,2018-11-04T08:26:23.027532,0.004906,1,2,1,0,
2018-11-04T08:26:23.027543,2018-11-04T08:26:23.032469,0.004926,1,11,1,0,
2018-11-04T08:26:23.032479,2018-11-04T08:26:23.037368,0.004889,1,1,1,0,
2018-11-04T08:26:23.037377,2018-11-04T08:26:23.042270,0.004893,1,10,1,0,
2018-11-04T08:26:23.042280,2018-11-04T08:26:23.047167,0.004887,1,11,1,0,
2018-11-04T08:26:23.047175,2018-11-04T08:26:23.052078,0.004903,1,8,1,0,
2018-11-04T08:26:23.052088,2018-11-04T08:26:23.057005,0.004917,1,1,1,0,
2018-11-04T08:26:23.057016,2018-11-04T08:26:23.061906,0.00489,1,9,1,0,
2018-11-04T08:26:23.061916,2018-11-04T08:26:23.066834,0.004918,1,6,1,0,
2018-11-04T08:26:23.066844,2018-11-04T08:26:23.071750,0.004906,1,0,1,0,
2018-11-04T08:26:23.071761,2018-11-04T08:26:23.076647,0.004886,1,0,1,0,
2018-11-04T08:26:23.076657,2018-11-04T08:26:23.081584,0.004927,1,1,1,0,
2018-11-04T08:26:23.081595,2018-11-04T08:26:23.086438,0.004843,1,3,1,0,
2018-11-04T08:26:23.086962,2018-11-04T08:26:23.096276,0.009314,2,3 8,1,1,
2018-11-04T08:26:23.096289,2018-11-04T08:26:23.111079,0.01479,2,0 8,1,2,
2018-11-04T08:26:23.111091,2018-11-04T08:26:23.125828,0.014737,2,11 10,1,2,
2018-11-04T08:26:23.125840,2018-11-04T08:26:23.140622,0.014782,2,8 6,1,2,
2018-11-04T08:26:23.140635,2018-11-04T08:26:23.155357,0.014722,2,7 9,1,2,
2018-11-04T08:26:23.155369,2018-11-04T08:26:23.170115,0.014746,2,0 2,1,2,
2018-11-04T08:26:23.170126,2018-11-04T08:26:23.182111,0.011985,2,6 5,1,2,
2018-11-04T08:26:23.182124,2018-11-04T08:26:23.196906,0.014782,2,2 3,1,2,
2018-11-04T08:26:23.196978,2018-11-04T08:26:23.211697,0.014719,2,1 1,1,2,
2018-11-04T08:26:23.211709,2018-11-04T08:26:23.226471,0.014762,2,1 5,1,2,
2018-11-04T08:26:23.226483,2018-11-04T08:26:23.241258,0.014775,2,9 4,1,2,
2018-11-04T08:26:23.241271,2018-11-04T08:26:23.255945,0.014674,2,11 7,1,2,
2018-11-04T08:26:23.255957,2018-11-04T08:26:23.270758,0.014801,2,1 6,1,2,
2018-11-04T08:26:23.270771,2018-11-04T08:26:23.280529,0.009758,2,8 4,1,1,
2018-11-04T08:26:23.280541,2018-11-04T08:26:23.295273,0.014732,2,9 5,1,2,
2018-11-04T08:26:23.295285,2018-11-04T08:26:23.309970,0.014685,2,3 11,1,2,
2018-11-04T08:26:23.310042,2018-11-04T08:26:23.324717,0.014675,2,0 10,1,2,
2018-11-04T08:26:23.324729,2018-11-04T08:26:23.339493,0.014764,2,4 1,1,2,
2018-11-04T08:26:23.339505,2018-11-04T08:26:23.354231,0.014726,2,1 6,1,2,
2018-11-04T08:26:23.354243,2018-11-04T08:26:23.368983,0.01474,2,7 10,1,2,
2018-11-04T08:26:23.369808,2018-11-04T08:26:23.403461,0.033653,3,2 5 5,1,6,
2018-11-04T08:26:23.403475,2018-11-04T08:26:23.436735,0.03326,3,11 10 10,1,6,
2018-11-04T08:26:23.436749,2018-11-04T08:26:23.471097,0.034348,3,2 11 3,1,6,
2018-11-04T08:26:23.471168,2018-11-04T08:26:23.510180,0.039012,3,4 11 8,1,7,
2018-11-04T08:26:23.510194,2018-11-04T08:26:23.534642,0.024448,3,0 3 0,1,4,
2018-11-04T08:26:23.534656,2018-11-04T08:26:23.554254,0.019598,3,4 1 3,1,3,
2018-11-04T08:26:23.554268,2018-11-04T08:26:23.578865,0.024597,3,5 3 10,1,4,
2018-11-04T08:26:23.578938,2018-11-04T08:26:23.725503,0.146565,3,10 7 2,1,29,
2018-11-04T08:26:23.725517,2018-11-04T08:26:23.730254,0.004737,3,7 0 1,1,0,
2018-11-04T08:26:23.730324,2018-11-04T08:26:23.754706,0.024382,3,2 10 2,1,4,
2018-11-04T08:26:23.754720,2018-11-04T08:26:23.784418,0.029698,3,9 1 6,1,5,
2018-11-04T08:26:23.784433,2018-11-04T08:26:23.966139,0.181706,3,7 8 4,1,36,
2018-11-04T08:26:23.966217,2018-11-04T08:26:23.990533,0.024316,3,8 8 1,1,4,
2018-11-04T08:26:23.990547,2018-11-04T08:26:24.010152,0.019605,3,10 8 9,1,3,
2018-11-04T08:26:24.010166,2018-11-04T08:26:24.034734,0.024568,3,5 2 0,1,4,
2018-11-04T08:26:24.034747,2018-11-04T08:26:24.039589,0.004842,3,7 0 1,1,0,
2018-11-04T08:26:24.039601,2018-11-04T08:26:24.064171,0.02457,3,5 4 3,1,4,
2018-11-04T08:26:24.064184,2018-11-04T08:26:24.083854,0.01967,3,9 1 1,1,3,
2018-11-04T08:26:24.083925,2018-11-04T08:26:24.240037,0.156112,3,1 8 10,1,31,
2018-11-04T08:26:24.240052,2018-11-04T08:26:24.279130,0.039078,3,10 10 5,1,7,
2018-11-04T08:26:24.279600,2018-11-04T08:26:24.337944,0.058344,4,1 3 3 1,1,11,
2018-11-04T08:26:24.337958,2018-11-04T08:26:24.385945,0.047987,4,9 0 1 11,1,9,
