start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,solution
2018-11-03T16:12:39.150311,2018-11-03T16:12:39.151996,0.001685,1,10,1,0,
2018-11-03T16:12:39.152008,2018-11-03T16:12:39.153934,0.001926,1,1,1,0,
2018-11-03T16:12:39.153944,2018-11-03T16:12:39.154637,0.000693,1,0,1,0,
2018-11-03T16:12:39.154645,2018-11-03T16:12:39.155162,0.000517,1,11,1,0,
2018-11-03T16:12:39.155170,2018-11-03T16:12:39.156622,0.001452,1,4,1,0,
2018-11-03T16:12:39.156632,2018-11-03T16:12:39.157202,0.00057,1,3,1,0,
2018-11-03T16:12:39.157210,2018-11-03T16:12:39.158055,0.000845,1,3,1,0,
2018-11-03T16:12:39.158063,2018-11-03T16:12:39.158690,0.000627,1,2,1,0,
2018-11-03T16:12:39.158698,2018-11-03T16:12:39.159280,0.000582,1,11,1,0,
2018-11-03T16:12:39.159288,2018-11-03T16:12:39.160289,0.001001,1,1,1,0,
2018-11-03T16:12:39.160297,2018-11-03T16:12:39.161152,0.000855,1,10,1,0,
2018-11-03T16:12:39.161161,2018-11-03T16:12:39.162079,0.000918,1,11,1,0,
2018-11-03T16:12:39.162087,2018-11-03T16:12:39.162741,0.000654,1,8,1,0,
2018-11-03T16:12:39.162748,2018-11-03T16:12:39.163255,0.000507,1,1,1,0,
2018-11-03T16:12:39.163262,2018-11-03T16:12:39.163771,0.000509,1,9,1,0,
2018-11-03T16:12:39.163778,2018-11-03T16:12:39.164607,0.000829,1,6,1,0,
2018-11-03T16:12:39.164615,2018-11-03T16:12:39.165224,0.000609,1,0,1,0,
2018-11-03T16:12:39.165232,2018-11-03T16:12:39.166173,0.000941,1,0,1,0,
2018-11-03T16:12:39.166181,2018-11-03T16:12:39.166858,0.000677,1,1,1,0,
2018-11-03T16:12:39.166866,2018-11-03T16:12:39.167877,0.001011,1,3,1,0,
2018-11-03T16:12:39.168879,2018-11-03T16:12:39.170442,0.001563,2,3 8,1,1,
2018-11-03T16:12:39.170454,2018-11-03T16:12:39.173238,0.002784,2,0 8,1,2,
2018-11-03T16:12:39.173249,2018-11-03T16:12:39.175787,0.002538,2,11 10,1,2,
2018-11-03T16:12:39.175797,2018-11-03T16:12:39.178736,0.002939,2,8 6,1,2,
2018-11-03T16:12:39.178747,2018-11-03T16:12:39.180855,0.002108,2,7 9,1,2,
2018-11-03T16:12:39.180866,2018-11-03T16:12:39.183112,0.002246,2,0 2,1,2,
2018-11-03T16:12:39.183123,2018-11-03T16:12:39.185728,0.002605,2,6 5,1,2,
2018-11-03T16:12:39.185739,2018-11-03T16:12:39.188220,0.002481,2,2 3,1,2,
2018-11-03T16:12:39.188230,2018-11-03T16:12:39.190448,0.002218,2,1 1,1,2,
2018-11-03T16:12:39.190461,2018-11-03T16:12:39.192298,0.001837,2,1 5,1,2,
2018-11-03T16:12:39.192312,2018-11-03T16:12:39.194248,0.001936,2,9 4,1,2,
2018-11-03T16:12:39.194258,2018-11-03T16:12:39.196717,0.002459,2,11 7,1,2,
2018-11-03T16:12:39.196728,2018-11-03T16:12:39.198936,0.002208,2,1 6,1,2,
2018-11-03T16:12:39.198946,2018-11-03T16:12:39.201555,0.002609,2,8 4,1,1,
2018-11-03T16:12:39.201567,2018-11-03T16:12:39.203819,0.002252,2,9 5,1,2,
2018-11-03T16:12:39.203828,2018-11-03T16:12:39.205552,0.001724,2,3 11,1,2,
2018-11-03T16:12:39.205563,2018-11-03T16:12:39.207708,0.002145,2,0 10,1,2,
2018-11-03T16:12:39.207718,2018-11-03T16:12:39.210041,0.002323,2,4 1,1,2,
2018-11-03T16:12:39.210050,2018-11-03T16:12:39.212032,0.001982,2,1 6,1,2,
2018-11-03T16:12:39.212040,2018-11-03T16:12:39.214007,0.001967,2,7 10,1,2,
2018-11-03T16:12:39.225973,2018-11-03T16:12:39.231350,0.005377,3,2 5 5,1,6,
2018-11-03T16:12:39.231361,2018-11-03T16:12:39.240642,0.009281,3,11 10 10,1,6,
2018-11-03T16:12:39.240653,2018-11-03T16:12:39.245651,0.004998,3,2 11 3,1,6,
2018-11-03T16:12:39.245660,2018-11-03T16:12:39.251305,0.005645,3,4 11 8,1,7,
2018-11-03T16:12:39.251314,2018-11-03T16:12:39.273035,0.021721,3,0 3 0,1,4,
2018-11-03T16:12:39.273047,2018-11-03T16:12:39.275522,0.002475,3,4 1 3,1,3,
2018-11-03T16:12:39.275531,2018-11-03T16:12:39.279208,0.003677,3,5 3 10,1,4,
2018-11-03T16:12:39.279219,2018-11-03T16:12:39.816612,0.537393,3,10 7 2,1,81,
2018-11-03T16:12:39.816872,2018-11-03T16:12:39.819883,0.003011,3,4 6 2,1,3,
2018-11-03T16:12:39.819894,2018-11-03T16:12:39.825325,0.005431,3,11 11 4,1,7,
2018-11-03T16:12:39.825337,2018-11-03T16:12:39.830938,0.005601,3,1 10 10,1,6,
2018-11-03T16:12:39.830950,2018-11-03T16:12:39.833796,0.002846,3,2 5 2,1,3,
2018-11-03T16:12:39.833807,2018-11-03T16:12:39.837023,0.003216,3,0 9 5,1,4,
2018-11-03T16:12:39.837034,2018-11-03T16:12:39.841671,0.004637,3,1 5 4,1,5,
2018-11-03T16:12:39.841682,2018-11-03T16:12:39.843989,0.002307,3,3 1 1,1,3,
2018-11-03T16:12:39.843998,2018-11-03T16:12:39.881237,0.037239,3,1 8 10,1,19,
2018-11-03T16:12:39.881250,2018-11-03T16:12:39.884538,0.003288,3,11 3 11,1,4,
2018-11-03T16:12:39.884551,2018-11-03T16:12:39.901229,0.016678,3,10 10 5,1,7,
2018-11-03T16:12:39.901243,2018-11-03T16:12:39.905393,0.00415,3,1 3 3,1,5,
2018-11-03T16:12:39.905406,2018-11-03T16:12:39.920817,0.015411,3,0 9 8,1,5,
2018-11-03T16:12:39.928221,2018-11-03T16:12:40.070648,0.142427,4,1 11 10 0,1,51,
2018-11-03T16:12:40.088007,2018-11-03T16:12:40.708324,0.620317,4,6 5 6 6,1,75,
2018-11-03T16:12:40.708486,2018-11-03T16:12:40.714948,0.006462,4,3 6 2 6,1,7,
2018-11-03T16:12:40.714961,2018-11-03T16:12:41.869405,1.154444,4,6 11 11 8,1,201,
2018-11-03T16:12:41.869616,2018-11-03T16:12:42.300695,0.431079,4,7 4 0 1,1,68,
2018-11-03T16:12:42.300773,2018-11-03T16:12:42.306446,0.005673,4,3 10 1 5,1,8,
2018-11-03T16:12:42.306458,2018-11-03T16:12:42.308335,0.001877,4,2 3 2 2,1,2,
2018-11-03T16:12:42.308345,2018-11-03T16:12:42.497721,0.189376,4,0 2 11 6,1,38,
2018-11-03T16:12:42.497847,2018-11-03T16:12:42.503827,0.00598,4,4 1 4 5,1,8,
2018-11-03T16:12:42.503840,2018-11-03T16:12:43.685409,1.181569,4,10 8 5 0,1,161,
2018-11-03T16:12:43.685574,2018-11-03T16:15:07.343011,143.657437,4,2 10 1 4,1,7226,
2018-11-03T16:15:07.343110,2018-11-03T16:15:07.361071,0.017961,4,5 10 6 9,1,7,
2018-11-03T16:15:07.361086,2018-11-03T16:15:08.108837,0.747751,4,2 11 6 10,1,115,
2018-11-03T16:15:08.108927,2018-11-03T16:15:08.121681,0.012754,4,4 1 11 0,1,19,
2018-11-03T16:15:08.121696,2018-11-03T16:15:08.138996,0.0173,4,5 8 6 1,1,7,
2018-11-03T16:15:08.139010,2018-11-03T16:15:08.144841,0.005831,4,7 0 4 0,1,9,
2018-11-03T16:15:08.144852,2018-11-03T16:15:08.163669,0.018817,4,2 6 2 11,1,18,
2018-11-03T16:15:08.163683,2018-11-03T16:15:32.059949,23.896266,4,6 10 2 9,1,1597,
2018-11-03T16:15:32.060052,2018-11-03T16:15:32.862578,0.802526,4,10 9 9 5,1,106,
2018-11-03T16:15:32.862657,2018-11-03T16:15:32.868523,0.005866,4,10 11 6 10,1,8,
2018-11-03T16:15:32.882446,2018-11-03T16:15:45.822778,12.940332,5,6 8 1 0 2,1,1587,
2018-11-03T16:15:45.822921,2018-11-03T16:15:46.722834,0.899913,5,11 4 3 4 1,1,131,
2018-11-03T16:15:46.736009,2018-11-03T16:15:51.037132,4.301123,5,8 7 5 0 0,1,268,
2018-11-03T16:15:51.037277,2018-11-03T16:15:51.048324,0.011047,5,2 11 3 10 11,1,15,
2018-11-03T16:15:51.048338,2018-11-03T16:15:51.127397,0.079059,5,7 8 0 0 8,1,73,
2018-11-03T16:15:51.127411,2018-11-03T16:15:54.594779,3.467368,5,9 7 10 11 10,1,352,
2018-11-03T16:15:54.594867,2018-11-03T16:15:54.648885,0.054018,5,1 10 9 5 10,1,27,
2018-11-03T16:15:54.648899,2018-11-03T16:15:56.801616,2.152717,5,7 11 3 0 11,1,371,
2018-11-03T16:15:56.801762,2018-11-03T16:15:56.816004,0.014242,5,0 11 4 8 8,1,21,
2018-11-03T16:15:56.816019,2018-11-03T16:16:01.645492,4.829473,5,9 4 4 1 9,1,1208,
2018-11-03T16:16:01.645613,2018-11-03T16:16:02.960098,1.314485,5,3 11 4 4 1,1,268,
2018-11-03T16:16:02.960184,2018-11-03T16:16:03.253844,0.29366,5,5 7 10 1 4,1,70,
2018-11-03T16:16:03.253975,2018-11-03T16:16:03.259528,0.005553,5,0 1 6 1 6,1,8,
2018-11-03T16:16:03.259540,2018-11-03T16:16:03.267119,0.007579,5,9 10 11 11 7,1,10,
2018-11-03T16:16:03.267132,2018-11-03T16:16:03.269984,0.002852,5,8 1 9 2 1,1,4,
2018-11-03T16:16:03.269994,2018-11-03T16:16:03.519619,0.249625,5,1 4 11 7 7,1,95,
2018-11-03T16:16:03.519756,2018-11-03T16:16:03.522669,0.002913,5,8 7 6 1 5,1,4,
2018-11-03T16:16:03.522679,2018-11-03T16:16:08.730122,5.207443,5,9 6 6 9 5,1,787,
2018-11-03T16:16:08.730284,2018-11-03T16:16:08.751584,0.0213,5,2 7 7 3 6,1,30,
2018-11-03T16:16:08.751599,2018-11-03T16:16:12.132141,3.380542,5,1 1 9 11 4,1,856,
2018-11-03T16:16:12.140138,2018-11-03T16:16:12.619319,0.479181,6,9 5 0 8 10 5,1,94,
2018-11-03T16:16:12.619392,2018-11-03T16:16:39.435750,26.816358,6,8 10 8 4 7 9,1,3364,
2018-11-03T16:16:39.435901,2018-11-03T16:17:21.943158,42.507257,6,1 11 0 5 4 8,1,1967,
2018-11-03T16:17:21.943305,2018-11-03T16:21:56.944838,275.001533,6,9 9 4 9 8 11,1,22733,
2018-11-03T16:21:56.944934,2018-11-03T16:24:08.121085,131.176151,6,9 1 8 10 11 7,1,8953,
2018-11-03T16:24:08.121243,2018-11-03T16:24:09.141412,1.020169,6,11 11 4 1 1 5,1,165,
2018-11-03T16:24:09.141550,2018-11-03T16:26:19.098859,129.957309,6,6 7 11 7 7 11,1,6168,
2018-11-03T16:26:19.099005,2018-11-03T16:26:19.123286,0.024281,6,4 2 11 10 11 2,1,15,
2018-11-03T16:26:19.123300,2018-11-03T16:26:20.475605,1.352305,6,0 8 3 5 3 0,1,369,
2018-11-03T16:26:20.475754,2018-11-03T16:26:20.485432,0.009678,6,7 7 0 0 4 0,1,12,
2018-11-03T16:26:20.485446,2018-11-03T16:26:22.060851,1.575405,6,4 1 8 4 0 3,1,365,
2018-11-03T16:26:22.060946,2018-11-03T16:26:25.117066,3.05612,6,4 0 2 5 7 8,1,340,
2018-11-03T16:26:25.117212,2018-11-03T16:26:25.745662,0.62845,6,9 0 5 2 2 4,1,148,
2018-11-03T16:26:25.745800,2018-11-03T16:26:35.018608,9.272808,6,7 11 1 8 4 3,1,752,
2018-11-03T16:26:35.018791,2018-11-03T16:26:35.088535,0.069744,6,5 7 10 8 6 5,1,49,
2018-11-03T16:26:35.088550,2018-11-03T16:26:35.095760,0.00721,6,0 5 1 6 6 5,1,11,
2018-11-03T16:26:35.095772,2018-11-03T16:26:35.955774,0.860002,6,4 1 8 9 9 7,1,309,
2018-11-03T16:26:35.955927,2018-11-03T16:26:47.453447,11.49752,6,6 11 4 8 11 2,1,1083,
2018-11-03T16:26:47.453647,2018-11-03T16:26:47.460004,0.006357,6,1 4 4 0 9 2,1,8,
2018-11-03T16:26:47.460018,2018-11-03T16:30:20.004073,212.544055,6,4 6 5 6 4 2,1,13922,
2018-11-03T16:30:20.012156,2018-11-03T16:30:56.040575,36.028419,7,7 6 9 5 8 4 4,1,3200,
2018-11-03T16:30:56.040670,2018-11-03T16:31:27.956160,31.91549,7,5 2 5 7 3 7 8,1,3771,
2018-11-03T16:31:27.956309,2018-11-03T16:32:17.254082,49.297773,7,3 7 10 9 9 0 0,1,3358,
2018-11-03T16:32:17.254312,2018-11-03T16:35:28.502716,191.248404,7,1 0 11 2 6 5 8,1,10759,
2018-11-03T16:35:28.502938,2018-11-03T16:37:03.380153,94.877215,7,0 0 8 4 1 5 9,1,4744,
2018-11-03T16:37:03.380248,2018-11-03T16:37:25.857417,22.477169,7,10 0 10 1 9 7 6,1,3348,
2018-11-03T16:37:25.857671,2018-11-03T16:37:25.858738,0.001067,7,9 6 1 11 7 0 9,1,0,
2018-11-03T16:37:25.858754,2018-11-03T16:37:28.754493,2.895739,7,9 8 7 3 1 0 9,1,525,
2018-11-03T16:37:28.754756,2018-11-03T16:38:23.785206,55.03045,7,10 7 2 11 6 6 8,1,3462,
2018-11-03T16:38:23.785305,2018-11-03T16:43:23.889279,300.103974,7,0 2 3 7 4 3 2,1,26971,
2018-11-03T16:43:23.889539,2018-11-03T16:44:01.998926,38.109387,7,3 11 11 0 9 4 5,1,4050,
2018-11-03T16:44:01.999025,2018-11-03T16:44:04.169497,2.170472,7,9 6 6 1 10 5 9,1,245,
2018-11-03T16:44:04.169593,2018-11-03T16:44:21.938281,17.768688,7,10 8 10 9 9 10 1,1,3043,
2018-11-03T16:44:21.938543,2018-11-03T16:44:24.837233,2.89869,7,0 3 5 0 2 11 4,1,815,
2018-11-03T16:44:24.837486,2018-11-03T16:44:27.381531,2.544045,7,4 1 10 9 1 8 4,1,298,
2018-11-03T16:44:27.381778,2018-11-03T16:46:48.914805,141.533027,7,2 3 10 11 3 7 3,1,18498,
2018-11-03T16:46:48.914906,2018-11-03T16:47:15.226986,26.31208,7,1 0 5 3 7 2 5,1,2436,
2018-11-03T16:47:15.227083,2018-11-03T16:54:33.576783,438.3497,7,4 1 5 1 8 0 10,1,26820,
2018-11-03T16:54:33.576929,2018-11-03T16:57:38.212687,184.635758,7,8 5 0 0 8 11 6,1,15813,
2018-11-03T16:57:38.212835,2018-11-03T16:57:39.208404,0.995569,7,3 1 10 8 9 0 0,1,350,
2018-11-03T16:57:39.209006,2018-11-03T16:57:44.319037,5.110031,8,2 1 9 8 3 6 11 2,1,375,
2018-11-03T16:57:44.319123,2018-11-03T16:57:51.099246,6.780123,8,8 8 7 8 10 9 10 11,1,1120,
2018-11-03T16:57:51.099443,2018-11-03T16:57:54.194024,3.094581,8,11 1 1 3 2 6 3 3,1,195,
2018-11-03T16:57:54.194114,2018-11-03T16:57:54.859812,0.665698,8,9 0 11 10 10 5 10 7,1,103,
2018-11-03T16:57:54.859946,2018-11-03T17:04:08.768089,373.908143,8,10 10 3 0 3 3 7 5,1,16224,
2018-11-03T17:04:08.768238,2018-11-03T17:04:09.859626,1.091388,8,5 7 11 4 0 4 4 9,1,472,
2018-11-03T17:04:09.872008,2018-11-03T17:04:11.895596,2.023588,8,3 8 11 8 3 2 2 1,1,253,
2018-11-03T17:04:11.895735,2018-11-03T17:10:07.738993,355.843258,8,1 4 8 5 3 10 6 8,1,15704,
2018-11-03T17:10:07.748038,2018-11-03T17:10:09.661711,1.913673,8,7 7 2 0 4 3 3 4,1,576,
2018-11-03T17:10:09.661820,2018-11-03T17:11:48.031932,98.370112,8,6 9 11 9 9 0 8 11,1,5853,
2018-11-03T17:11:48.032037,2018-11-03T17:11:55.760881,7.728844,8,7 6 7 11 8 11 6 11,1,911,
