start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean
2018-11-19T06:36:39.064143,2018-11-19T06:36:39.066823,0.00268,1,10,1,1,1,1,1,1.0
2018-11-19T06:36:39.066918,2018-11-19T06:36:39.067407,0.000489,1,1,1,1,1,1,1,1.0
2018-11-19T06:36:39.067488,2018-11-19T06:36:39.067930,0.000442,1,0,1,1,1,1,1,1.0
2018-11-19T06:36:39.068017,2018-11-19T06:36:39.068457,0.00044,1,11,1,1,1,1,1,1.0
2018-11-19T06:36:39.068536,2018-11-19T06:36:39.068962,0.000426,1,4,1,1,1,1,1,1.0
2018-11-19T06:36:39.069041,2018-11-19T06:36:39.069479,0.000438,1,3,1,1,1,1,1,1.0
2018-11-19T06:36:39.069558,2018-11-19T06:36:39.069979,0.000421,1,3,1,1,1,1,1,1.0
2018-11-19T06:36:39.070071,2018-11-19T06:36:39.070496,0.000425,1,2,1,1,1,1,1,1.0
2018-11-19T06:36:39.070575,2018-11-19T06:36:39.071013,0.000438,1,11,1,1,1,1,1,1.0
2018-11-19T06:36:39.071090,2018-11-19T06:36:39.071510,0.00042,1,1,1,1,1,1,1,1.0
2018-11-19T06:36:39.071588,2018-11-19T06:36:39.072039,0.000451,1,10,1,1,1,1,1,1.0
2018-11-19T06:36:39.072116,2018-11-19T06:36:39.072553,0.000437,1,11,1,1,1,1,1,1.0
2018-11-19T06:36:39.072631,2018-11-19T06:36:39.073056,0.000425,1,8,1,1,1,1,1,1.0
2018-11-19T06:36:39.073134,2018-11-19T06:36:39.073571,0.000437,1,1,1,1,1,1,1,1.0
2018-11-19T06:36:39.073650,2018-11-19T06:36:39.074096,0.000446,1,9,1,1,1,1,1,1.0
2018-11-19T06:36:39.074175,2018-11-19T06:36:39.074834,0.000659,1,6,1,1,1,1,1,1.0
2018-11-19T06:36:39.074923,2018-11-19T06:36:39.075395,0.000472,1,0,1,1,1,1,1,1.0
2018-11-19T06:36:39.075473,2018-11-19T06:36:39.075893,0.00042,1,0,1,1,1,1,1,1.0
2018-11-19T06:36:39.075969,2018-11-19T06:36:39.076398,0.000429,1,1,1,1,1,1,1,1.0
2018-11-19T06:36:39.076476,2018-11-19T06:36:39.076908,0.000432,1,3,1,1,1,1,1,1.0
2018-11-19T06:36:39.077740,2018-11-19T06:36:39.078802,0.001062,2,3 8,1,2,2,2,2,1.5
2018-11-19T06:36:39.078943,2018-11-19T06:36:39.080374,0.001431,2,0 8,1,3,2,2,2,1.6875
2018-11-19T06:36:39.080520,2018-11-19T06:36:39.081875,0.001355,2,11 10,1,3,2,2,2,1.6875
2018-11-19T06:36:39.082019,2018-11-19T06:36:39.083349,0.00133,2,8 6,1,3,2,2,2,1.6875
2018-11-19T06:36:39.083506,2018-11-19T06:36:39.084841,0.001335,2,7 9,1,3,2,2,2,1.6875
2018-11-19T06:36:39.084984,2018-11-19T06:36:39.086308,0.001324,2,0 2,1,3,2,2,2,1.6875
2018-11-19T06:36:39.086453,2018-11-19T06:36:39.087780,0.001327,2,6 5,1,3,2,2,2,1.6875
2018-11-19T06:36:39.087995,2018-11-19T06:36:39.089335,0.00134,2,2 3,1,3,2,2,2,1.6875
2018-11-19T06:36:39.089545,2018-11-19T06:36:39.090873,0.001328,2,1 1,1,3,2,2,2,1.6875
2018-11-19T06:36:39.091070,2018-11-19T06:36:39.092424,0.001354,2,1 5,1,3,2,2,2,1.6875
2018-11-19T06:36:39.092621,2018-11-19T06:36:39.093963,0.001342,2,9 4,1,3,2,2,2,1.6875
2018-11-19T06:36:39.094161,2018-11-19T06:36:39.095476,0.001315,2,11 7,1,3,2,2,2,1.6875
2018-11-19T06:36:39.095633,2018-11-19T06:36:39.096967,0.001334,2,1 6,1,3,2,2,2,1.6875
2018-11-19T06:36:39.097163,2018-11-19T06:36:39.098068,0.000905,2,8 4,1,2,2,2,2,1.5
2018-11-19T06:36:39.098207,2018-11-19T06:36:39.099698,0.001491,2,9 5,1,3,2,2,2,1.6875
2018-11-19T06:36:39.099896,2018-11-19T06:36:39.101242,0.001346,2,3 11,1,3,2,2,2,1.6875
2018-11-19T06:36:39.101454,2018-11-19T06:36:39.102790,0.001336,2,0 10,1,3,2,2,2,1.6875
2018-11-19T06:36:39.103002,2018-11-19T06:36:39.104318,0.001316,2,4 1,1,3,2,2,2,1.6875
2018-11-19T06:36:39.104517,2018-11-19T06:36:39.105856,0.001339,2,1 6,1,3,2,2,2,1.6875
2018-11-19T06:36:39.106050,2018-11-19T06:36:39.107377,0.001327,2,7 10,1,3,2,2,2,1.6875
2018-11-19T06:36:39.108245,2018-11-19T06:36:39.112756,0.004511,3,2 5 5,1,7,3,3,3,2.4125
2018-11-19T06:36:39.113118,2018-11-19T06:36:39.116516,0.003398,3,11 10 10,1,6,3,3,3,2.3142857142857145
2018-11-19T06:36:39.116937,2018-11-19T06:36:39.120760,0.003823,3,10 2 11,1,6,3,3,3,2.2096774193548385
2018-11-19T06:36:39.121345,2018-11-19T06:36:39.123626,0.002281,3,7 6 4,1,4,3,3,3,2.261904761904762
2018-11-19T06:36:39.123849,2018-11-19T06:36:39.128678,0.004829,3,8 3 10,1,8,3,3,3,2.3777777777777778
2018-11-19T06:36:39.129202,2018-11-19T06:36:39.145652,0.01645,3,0 5 6,1,23,17,3,4,2.9482758620689653
2018-11-19T06:36:39.146227,2018-11-19T06:36:39.167422,0.021195,3,10 7 2,1,31,29,3,5,3.5722222222222224
2018-11-19T06:36:39.168557,2018-11-19T06:36:39.169090,0.000533,3,7 0 1,1,1,1,1,1,1.0
2018-11-19T06:36:39.169185,2018-11-19T06:36:39.171436,0.002251,3,2 10 2,1,5,3,3,3,2.230769230769231
2018-11-19T06:36:39.171700,2018-11-19T06:36:39.174430,0.00273,3,9 1 6,1,6,3,3,3,2.2096774193548385
2018-11-19T06:36:39.174760,2018-11-19T06:36:39.200718,0.025958,3,7 8 4,1,39,31,3,6,3.675115207373272
2018-11-19T06:36:39.201988,2018-11-19T06:36:39.220958,0.01897,3,2 1 10,1,30,25,3,6,3.5935483870967744
2018-11-19T06:36:39.221471,2018-11-19T06:36:39.224774,0.003303,3,1 5 4,1,7,3,3,3,2.4125
2018-11-19T06:36:39.225156,2018-11-19T06:36:39.227951,0.002795,3,9 1 1,1,6,3,3,3,2.1714285714285713
2018-11-19T06:36:39.228331,2018-11-19T06:36:39.230641,0.00231,3,8 10 7,1,5,3,3,3,2.230769230769231
2018-11-19T06:36:39.230971,2018-11-19T06:36:39.233236,0.002265,3,4 8 9,1,5,3,3,3,2.183333333333333
2018-11-19T06:36:39.233572,2018-11-19T06:36:39.236600,0.003028,3,8 11 11,1,6,3,3,3,2.3142857142857145
2018-11-19T06:36:39.236924,2018-11-19T06:36:39.240143,0.003219,3,6 10 10,1,7,3,3,3,2.4125
2018-11-19T06:36:39.240485,2018-11-19T06:36:39.243698,0.003213,3,7 3 3,1,7,3,3,3,2.4125
2018-11-19T06:36:39.244086,2018-11-19T06:36:39.244565,0.000479,3,9 8 3,1,1,1,1,1,1.0
2018-11-19T06:36:39.245217,2018-11-19T06:36:39.249015,0.003798,4,9 0 1 11,1,8,4,4,4,2.6707317073170733
2018-11-19T06:36:39.249502,2018-11-19T06:36:39.254764,0.005262,4,1 0 5 1,1,11,4,4,4,2.607142857142857
2018-11-19T06:36:39.255425,2018-11-19T06:36:39.259658,0.004233,4,7 3 8 11,1,9,4,4,4,2.717391304347826
2018-11-19T06:36:39.260168,2018-11-19T06:36:39.509179,0.249011,4,7 6 3 1,1,336,4,4,11,7.033026247175386
2018-11-19T06:36:39.515203,2018-11-19T06:36:39.527138,0.011935,4,2 4 4 9,1,23,4,4,5,3.617088607594937
2018-11-19T06:36:39.528318,2018-11-19T06:36:39.640849,0.112531,4,4 0 1 10,1,193,4,4,9,5.667447306791569
2018-11-19T06:36:39.644128,2018-11-19T06:36:39.761011,0.116883,4,10 8 5 0,1,148,16,4,10,6.68826799297835
2018-11-19T06:36:39.766427,2018-11-19T06:36:39.772066,0.005639,4,9 9 10 5,1,11,4,4,4,2.9423076923076925
2018-11-19T06:36:39.772901,2018-11-19T06:36:39.776142,0.003241,4,3 8 7 11,1,7,4,4,4,3.05
2018-11-19T06:36:39.776577,2018-11-19T06:36:39.792480,0.015903,4,4 8 10 10,1,29,8,4,7,4.077419354838709
2018-11-19T06:36:39.793664,2018-11-19T06:36:39.797388,0.003724,4,7 6 10 9,1,8,4,4,4,2.911111111111111
2018-11-19T06:36:39.797821,2018-11-19T06:36:39.801420,0.003599,4,7 6 3 2,1,8,4,4,4,2.426829268292683
2018-11-19T06:36:39.801900,2018-11-19T06:36:39.804614,0.002714,4,1 6 3 2,1,6,4,4,4,2.6625
2018-11-19T06:36:39.805037,2018-11-19T06:36:39.824968,0.019931,4,0 8 3 1,1,34,22,4,6,4.12962962962963
2018-11-19T06:36:39.825821,2018-11-19T06:36:39.830604,0.004783,4,2 11 7 7,1,10,4,4,4,2.9076923076923076
2018-11-19T06:36:39.831264,2018-11-19T06:36:39.888484,0.05722,4,8 7 10 3,1,73,4,4,8,4.934094903339192
2018-11-19T06:36:39.891346,2018-11-19T06:36:39.894760,0.003414,4,7 0 5 4,1,7,4,4,4,2.6
2018-11-19T06:36:39.895264,2018-11-19T06:36:39.899021,0.003757,4,11 11 8 9,1,8,4,4,4,3.0545454545454547
2018-11-19T06:36:39.899581,2018-11-19T06:36:39.900963,0.001382,4,6 7 0 5,1,3,2,2,2,1.6875
2018-11-19T06:36:39.901161,2018-11-19T06:36:39.910917,0.009756,4,10 6 11 2,1,20,4,4,5,3.4207920792079207
2018-11-19T06:36:39.912637,2018-11-19T06:36:40.491447,0.57881,5,0 1 10 6 2,1,598,25,7,12,8.073983073983074
2018-11-19T06:36:40.523384,2018-11-19T06:36:40.595558,0.072174,5,9 7 4 0 3,1,85,23,7,8,5.571196534921494
2018-11-19T06:36:40.604614,2018-11-19T06:36:42.016070,1.411456,5,9 0 11 9 4,1,1401,67,7,13,8.630609935307332
2018-11-19T06:36:42.113199,2018-11-19T06:36:42.134780,0.021581,5,3 6 9 0 0,1,30,23,5,6,4.137254901960785
2018-11-19T06:36:42.136465,2018-11-19T06:36:42.155286,0.018821,5,6 8 11 3 8,1,36,5,5,7,4.372549019607843
2018-11-19T06:36:42.156842,2018-11-19T06:36:42.195875,0.039033,5,6 4 1 6 5,1,60,15,5,9,5.816901408450704
2018-11-19T06:36:42.198359,2018-11-19T06:36:42.220288,0.021929,5,5 5 10 2 3,1,41,5,5,6,4.381284916201118
2018-11-19T06:36:42.223666,2018-11-19T06:36:42.238591,0.014925,5,9 5 10 5 2,1,27,5,5,7,5.086538461538462
2018-11-19T06:36:42.240922,2018-11-19T06:36:42.250074,0.009152,5,7 7 0 0 5,1,18,5,5,5,3.83502538071066
2018-11-19T06:36:42.251901,2018-11-19T06:36:42.286827,0.034926,5,6 7 9 8 11,1,65,5,5,7,5.07664609053498
2018-11-19T06:36:42.292326,2018-11-19T06:36:42.304541,0.012215,5,6 6 5 10 9,1,24,5,5,5,3.4963325183374083
2018-11-19T06:36:42.306841,2018-11-19T06:36:42.309303,0.002462,5,4 4 11 10 9,1,4,3,3,3,2.0238095238095237
2018-11-19T06:36:42.309582,2018-11-19T06:36:42.343189,0.033607,5,1 9 10 2 5,1,66,5,5,7,4.075231481481482
2018-11-19T06:36:42.347917,2018-11-19T06:36:42.354622,0.006705,5,0 5 4 2 3,1,13,5,5,5,3.545918367346939
2018-11-19T06:36:42.355601,2018-11-19T06:36:42.392845,0.037244,5,2 2 1 4 1,1,70,5,5,7,5.149842271293376
2018-11-19T06:36:42.397345,2018-11-19T06:36:42.410162,0.012817,5,7 3 8 3 4,1,23,7,5,8,4.856115107913669
2018-11-19T06:36:42.411513,2018-11-19T06:36:42.433363,0.02185,5,2 3 2 4 0,1,39,7,7,7,5.13323782234957
2018-11-19T06:36:42.437205,2018-11-19T06:36:42.447009,0.009804,5,3 7 5 0 0,1,20,5,5,5,3.4095238095238094
2018-11-19T06:36:42.448159,2018-11-19T06:36:42.470117,0.021958,5,3 0 5 1 11,1,42,9,5,7,4.3448844884488445
2018-11-19T06:36:42.472795,2018-11-19T06:36:42.491080,0.018285,5,8 11 9 8 6,1,37,5,5,6,3.718816067653277
2018-11-19T06:36:42.494262,2018-11-19T06:36:44.203418,1.709156,6,0 10 8 9 11 2,1,1370,54,10,13,7.716753716351948
2018-11-19T06:36:44.397125,2018-11-19T06:36:46.899495,2.50237,6,0 4 9 9 1 5,1,2048,42,8,15,8.258482399118792
2018-11-19T06:36:47.091713,2018-11-19T06:36:47.100901,0.009188,6,5 4 4 9 4 8,1,9,4,4,4,2.717391304347826
2018-11-19T06:36:47.101454,2018-11-19T06:36:47.267756,0.166302,6,0 4 2 11 2 3,1,302,6,6,9,6.229790242752769
2018-11-19T06:36:47.296928,2018-11-19T06:36:48.034554,0.737626,6,10 2 7 5 3 10,1,1004,12,8,13,7.545079283741851
2018-11-19T06:36:48.162125,2018-11-19T06:36:48.338828,0.176703,6,8 11 0 3 6 5,1,159,20,8,9,6.022481502561184
2018-11-19T06:36:48.358024,2018-11-19T06:36:48.390328,0.032304,6,4 11 11 4 2 2,1,63,6,6,6,4.533956386292835
2018-11-19T06:36:48.398017,2018-11-19T06:36:48.470388,0.072371,6,10 10 11 7 0 4,1,134,6,6,10,5.432599118942731
2018-11-19T06:36:48.478720,2018-11-19T06:36:48.507079,0.028359,6,3 3 6 11 8 11,1,51,12,6,8,4.927631578947368
2018-11-19T06:36:48.509518,2018-11-19T06:36:48.957430,0.447912,6,10 9 7 3 1 0,1,356,94,6,10,6.520842225067577
2018-11-19T06:36:48.976820,2018-11-19T06:36:48.992069,0.015249,6,6 2 9 0 2 3,1,26,18,4,7,4.321766561514195
