start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,solution
2018-11-03T07:28:22.948083,2018-11-03T07:28:22.952736,0.004653,1,10,1,0,
2018-11-03T07:28:22.952750,2018-11-03T07:28:22.958102,0.005352,1,1,1,0,
2018-11-03T07:28:22.958112,2018-11-03T07:28:22.963567,0.005455,1,0,1,0,
2018-11-03T07:28:22.963576,2018-11-03T07:28:22.969035,0.005459,1,11,1,0,
2018-11-03T07:28:22.969043,2018-11-03T07:28:22.974422,0.005379,1,4,1,0,
2018-11-03T07:28:22.974431,2018-11-03T07:28:22.979875,0.005444,1,3,1,0,
2018-11-03T07:28:22.979884,2018-11-03T07:28:22.985304,0.00542,1,3,1,0,
2018-11-03T07:28:22.985313,2018-11-03T07:28:22.991309,0.005996,1,2,1,0,
2018-11-03T07:28:22.991319,2018-11-03T07:28:22.996194,0.004875,1,11,1,0,
2018-11-03T07:28:22.996203,2018-11-03T07:28:23.001647,0.005444,1,1,1,0,
2018-11-03T07:28:23.001656,2018-11-03T07:28:23.007100,0.005444,1,10,1,0,
2018-11-03T07:28:23.007109,2018-11-03T07:28:23.012578,0.005469,1,11,1,0,
2018-11-03T07:28:23.012588,2018-11-03T07:28:23.017993,0.005405,1,8,1,0,
2018-11-03T07:28:23.018004,2018-11-03T07:28:23.023440,0.005436,1,1,1,0,
2018-11-03T07:28:23.023449,2018-11-03T07:28:23.028917,0.005468,1,9,1,0,
2018-11-03T07:28:23.028927,2018-11-03T07:28:23.034378,0.005451,1,6,1,0,
2018-11-03T07:28:23.034387,2018-11-03T07:28:23.039758,0.005371,1,0,1,0,
2018-11-03T07:28:23.039769,2018-11-03T07:28:23.045199,0.00543,1,0,1,0,
2018-11-03T07:28:23.045209,2018-11-03T07:28:23.050651,0.005442,1,1,1,0,
2018-11-03T07:28:23.050723,2018-11-03T07:28:23.056107,0.005384,1,3,1,0,
2018-11-03T07:28:23.056612,2018-11-03T07:28:23.067032,0.01042,2,3 8,1,1,
2018-11-03T07:28:23.067043,2018-11-03T07:28:23.083345,0.016302,2,0 8,1,2,
2018-11-03T07:28:23.083356,2018-11-03T07:28:23.099668,0.016312,2,11 10,1,2,
2018-11-03T07:28:23.099679,2018-11-03T07:28:23.116028,0.016349,2,8 6,1,2,
2018-11-03T07:28:23.116041,2018-11-03T07:28:23.132389,0.016348,2,7 9,1,2,
2018-11-03T07:28:23.132401,2018-11-03T07:28:23.148727,0.016326,2,0 2,1,2,
2018-11-03T07:28:23.148739,2018-11-03T07:28:23.165053,0.016314,2,6 5,1,2,
2018-11-03T07:28:23.165123,2018-11-03T07:28:23.178817,0.013694,2,2 3,1,2,
2018-11-03T07:28:23.178828,2018-11-03T07:28:23.195089,0.016261,2,1 1,1,2,
2018-11-03T07:28:23.195101,2018-11-03T07:28:23.211437,0.016336,2,1 5,1,2,
2018-11-03T07:28:23.211449,2018-11-03T07:28:23.227737,0.016288,2,9 4,1,2,
2018-11-03T07:28:23.227749,2018-11-03T07:28:23.244091,0.016342,2,11 7,1,2,
2018-11-03T07:28:23.244103,2018-11-03T07:28:23.260405,0.016302,2,1 6,1,2,
2018-11-03T07:28:23.260418,2018-11-03T07:28:23.271307,0.010889,2,8 4,1,1,
2018-11-03T07:28:23.271375,2018-11-03T07:28:23.287782,0.016407,2,9 5,1,2,
2018-11-03T07:28:23.287794,2018-11-03T07:28:23.304398,0.016604,2,3 11,1,2,
