start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,solution
2018-11-03T16:12:38.772323,2018-11-03T16:12:38.774690,0.002367,1,10,1,0,
2018-11-03T16:12:38.774708,2018-11-03T16:12:38.776732,0.002024,1,1,1,0,
2018-11-03T16:12:38.776745,2018-11-03T16:12:38.777327,0.000582,1,0,1,0,
2018-11-03T16:12:38.777336,2018-11-03T16:12:38.781445,0.004109,1,11,1,0,
2018-11-03T16:12:38.781471,2018-11-03T16:12:38.782087,0.000616,1,4,1,0,
2018-11-03T16:12:38.782096,2018-11-03T16:12:38.782856,0.00076,1,3,1,0,
2018-11-03T16:12:38.782865,2018-11-03T16:12:38.783538,0.000673,1,3,1,0,
2018-11-03T16:12:38.783551,2018-11-03T16:12:38.788460,0.004909,1,2,1,0,
2018-11-03T16:12:38.788477,2018-11-03T16:12:38.789253,0.000776,1,11,1,0,
2018-11-03T16:12:38.789266,2018-11-03T16:12:38.789867,0.000601,1,1,1,0,
2018-11-03T16:12:38.789880,2018-11-03T16:12:38.790495,0.000615,1,10,1,0,
2018-11-03T16:12:38.790505,2018-11-03T16:12:38.791185,0.00068,1,11,1,0,
2018-11-03T16:12:38.791199,2018-11-03T16:12:38.791826,0.000627,1,8,1,0,
2018-11-03T16:12:38.791836,2018-11-03T16:12:38.792630,0.000794,1,1,1,0,
2018-11-03T16:12:38.792639,2018-11-03T16:12:38.793203,0.000564,1,9,1,0,
2018-11-03T16:12:38.793212,2018-11-03T16:12:38.793743,0.000531,1,6,1,0,
2018-11-03T16:12:38.793753,2018-11-03T16:12:38.798485,0.004732,1,0,1,0,
2018-11-03T16:12:38.798499,2018-11-03T16:12:38.799335,0.000836,1,0,1,0,
2018-11-03T16:12:38.799345,2018-11-03T16:12:38.800034,0.000689,1,1,1,0,
2018-11-03T16:12:38.800043,2018-11-03T16:12:38.800722,0.000679,1,3,1,0,
2018-11-03T16:12:38.801251,2018-11-03T16:12:38.804638,0.003387,2,3 8,1,1,
2018-11-03T16:12:38.804651,2018-11-03T16:12:38.807049,0.002398,2,0 8,1,2,
2018-11-03T16:12:38.807061,2018-11-03T16:12:38.810022,0.002961,2,11 10,1,2,
2018-11-03T16:12:38.810044,2018-11-03T16:12:38.812228,0.002184,2,8 6,1,2,
2018-11-03T16:12:38.812247,2018-11-03T16:12:38.814701,0.002454,2,7 9,1,2,
2018-11-03T16:12:38.814713,2018-11-03T16:12:38.816916,0.002203,2,0 2,1,2,
2018-11-03T16:12:38.816934,2018-11-03T16:12:38.819325,0.002391,2,6 5,1,2,
2018-11-03T16:12:38.819340,2018-11-03T16:12:38.821951,0.002611,2,2 3,1,2,
2018-11-03T16:12:38.821964,2018-11-03T16:12:38.825921,0.003957,2,1 1,1,2,
2018-11-03T16:12:38.825937,2018-11-03T16:12:38.828293,0.002356,2,1 5,1,2,
2018-11-03T16:12:38.828310,2018-11-03T16:12:38.830477,0.002167,2,9 4,1,2,
