start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,solution
2018-11-03T16:12:39.204287,2018-11-03T16:12:39.207396,0.003109,1,10,1,0,
2018-11-03T16:12:39.207409,2018-11-03T16:12:39.208374,0.000965,1,1,1,0,
2018-11-03T16:12:39.208382,2018-11-03T16:12:39.209037,0.000655,1,0,1,0,
2018-11-03T16:12:39.209045,2018-11-03T16:12:39.209702,0.000657,1,11,1,0,
2018-11-03T16:12:39.209710,2018-11-03T16:12:39.210362,0.000652,1,4,1,0,
2018-11-03T16:12:39.210369,2018-11-03T16:12:39.211026,0.000657,1,3,1,0,
2018-11-03T16:12:39.211034,2018-11-03T16:12:39.211678,0.000644,1,3,1,0,
2018-11-03T16:12:39.211685,2018-11-03T16:12:39.212347,0.000662,1,2,1,0,
2018-11-03T16:12:39.212354,2018-11-03T16:12:39.213007,0.000653,1,11,1,0,
2018-11-03T16:12:39.213014,2018-11-03T16:12:39.213662,0.000648,1,1,1,0,
2018-11-03T16:12:39.213669,2018-11-03T16:12:39.214325,0.000656,1,10,1,0,
2018-11-03T16:12:39.214332,2018-11-03T16:12:39.215040,0.000708,1,11,1,0,
2018-11-03T16:12:39.215049,2018-11-03T16:12:39.215893,0.000844,1,8,1,0,
2018-11-03T16:12:39.215900,2018-11-03T16:12:39.216510,0.00061,1,1,1,0,
2018-11-03T16:12:39.216517,2018-11-03T16:12:39.217176,0.000659,1,9,1,0,
2018-11-03T16:12:39.217183,2018-11-03T16:12:39.217779,0.000596,1,6,1,0,
2018-11-03T16:12:39.217786,2018-11-03T16:12:39.218381,0.000595,1,0,1,0,
2018-11-03T16:12:39.218388,2018-11-03T16:12:39.219077,0.000689,1,0,1,0,
2018-11-03T16:12:39.219084,2018-11-03T16:12:39.219687,0.000603,1,1,1,0,
2018-11-03T16:12:39.219694,2018-11-03T16:12:39.220363,0.000669,1,3,1,0,
2018-11-03T16:12:39.222886,2018-11-03T16:12:39.224439,0.001553,2,3 8,1,1,
2018-11-03T16:12:39.224449,2018-11-03T16:12:39.226895,0.002446,2,0 8,1,2,
2018-11-03T16:12:39.226906,2018-11-03T16:12:39.229333,0.002427,2,11 10,1,2,
2018-11-03T16:12:39.229343,2018-11-03T16:12:39.231685,0.002342,2,8 6,1,2,
2018-11-03T16:12:39.231693,2018-11-03T16:12:39.233715,0.002022,2,7 9,1,2,
2018-11-03T16:12:39.233723,2018-11-03T16:12:39.235740,0.002017,2,0 2,1,2,
2018-11-03T16:12:39.235749,2018-11-03T16:12:39.238374,0.002625,2,6 5,1,2,
2018-11-03T16:12:39.238383,2018-11-03T16:12:39.240300,0.001917,2,2 3,1,2,
2018-11-03T16:12:39.240309,2018-11-03T16:12:39.242285,0.001976,2,1 1,1,2,
2018-11-03T16:12:39.242294,2018-11-03T16:12:39.244620,0.002326,2,1 5,1,2,
2018-11-03T16:12:39.244630,2018-11-03T16:12:39.246632,0.002002,2,9 4,1,2,
2018-11-03T16:12:39.246640,2018-11-03T16:12:39.248702,0.002062,2,11 7,1,2,
2018-11-03T16:12:39.248712,2018-11-03T16:12:39.250959,0.002247,2,1 6,1,2,
2018-11-03T16:12:39.250969,2018-11-03T16:12:39.252315,0.001346,2,8 4,1,1,
2018-11-03T16:12:39.252324,2018-11-03T16:12:39.254171,0.001847,2,9 5,1,2,
2018-11-03T16:12:39.254179,2018-11-03T16:12:39.256082,0.001903,2,3 11,1,2,
2018-11-03T16:12:39.256090,2018-11-03T16:12:39.258090,0.002,2,0 10,1,2,
2018-11-03T16:12:39.258099,2018-11-03T16:12:39.260924,0.002825,2,4 1,1,3,
2018-11-03T16:12:39.260933,2018-11-03T16:12:39.262791,0.001858,2,1 6,1,2,
2018-11-03T16:12:39.262799,2018-11-03T16:12:39.265428,0.002629,2,7 10,1,2,
2018-11-03T16:12:39.276248,2018-11-03T16:12:39.280666,0.004418,3,2 5 5,1,4,
2018-11-03T16:12:39.280677,2018-11-03T16:12:39.281459,0.000782,3,4 11 10,1,0,
2018-11-03T16:12:39.281467,2018-11-03T16:12:39.286264,0.004797,3,10 1 9,1,5,
2018-11-03T16:12:39.286275,2018-11-03T16:12:39.302213,0.015938,3,8 11 3,1,4,
2018-11-03T16:12:39.302224,2018-11-03T16:12:39.307012,0.004788,3,6 4 11,1,4,
2018-11-03T16:12:39.307023,2018-11-03T16:12:39.311641,0.004618,3,10 5 0,1,5,
2018-11-03T16:12:39.311650,2018-11-03T16:12:39.340803,0.029153,3,6 4 1,1,12,
2018-11-03T16:12:39.340814,2018-11-03T16:12:39.357712,0.016898,3,10 7 6,1,5,
2018-11-03T16:12:39.357725,2018-11-03T16:12:39.412291,0.054566,3,2 4 2,1,14,
2018-11-03T16:12:39.412362,2018-11-03T16:12:39.414999,0.002637,3,6 9 6,1,3,
2018-11-03T16:12:39.415008,2018-11-03T16:12:39.427004,0.011996,3,2 7 0,1,5,
2018-11-03T16:12:39.427017,2018-11-03T16:12:39.430180,0.003163,3,2 10 6,1,4,
2018-11-03T16:12:39.430189,2018-11-03T16:12:39.451449,0.02126,3,6 6 9,1,5,
2018-11-03T16:12:39.451462,2018-11-03T16:12:39.456459,0.004997,3,4 8 0,1,6,
2018-11-03T16:12:39.456471,2018-11-03T16:12:39.472072,0.015601,3,1 10 8,1,4,
