start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean
2018-11-11T17:11:14.047696,2018-11-11T17:11:14.054779,0.007083,1,10,1,1,1,1,1,1.0
2018-11-11T17:11:14.054889,2018-11-11T17:11:14.059585,0.004696,1,1,1,1,1,1,1,1.0
2018-11-11T17:11:14.059683,2018-11-11T17:11:14.064389,0.004706,1,0,1,1,1,1,1,1.0
2018-11-11T17:11:14.064472,2018-11-11T17:11:14.069298,0.004826,1,11,1,1,1,1,1,1.0
2018-11-11T17:11:14.069380,2018-11-11T17:11:14.074223,0.004843,1,4,1,1,1,1,1,1.0
2018-11-11T17:11:14.074305,2018-11-11T17:11:14.079061,0.004756,1,3,1,1,1,1,1,1.0
2018-11-11T17:11:14.079141,2018-11-11T17:11:14.083960,0.004819,1,3,1,1,1,1,1,1.0
2018-11-11T17:11:14.084044,2018-11-11T17:11:14.088881,0.004837,1,2,1,1,1,1,1,1.0
2018-11-11T17:11:14.088960,2018-11-11T17:11:14.093720,0.00476,1,11,1,1,1,1,1,1.0
2018-11-11T17:11:14.093799,2018-11-11T17:11:14.098597,0.004798,1,1,1,1,1,1,1,1.0
2018-11-11T17:11:14.098682,2018-11-11T17:11:14.103497,0.004815,1,10,1,1,1,1,1,1.0
2018-11-11T17:11:14.103574,2018-11-11T17:11:14.108383,0.004809,1,11,1,1,1,1,1,1.0
2018-11-11T17:11:14.108462,2018-11-11T17:11:14.113299,0.004837,1,8,1,1,1,1,1,1.0
2018-11-11T17:11:14.113376,2018-11-11T17:11:14.118223,0.004847,1,1,1,1,1,1,1,1.0
2018-11-11T17:11:14.118302,2018-11-11T17:11:14.123128,0.004826,1,9,1,1,1,1,1,1.0
2018-11-11T17:11:14.123206,2018-11-11T17:11:14.128014,0.004808,1,6,1,1,1,1,1,1.0
2018-11-11T17:11:14.128090,2018-11-11T17:11:14.132924,0.004834,1,0,1,1,1,1,1,1.0
2018-11-11T17:11:14.133005,2018-11-11T17:11:14.137816,0.004811,1,0,1,1,1,1,1,1.0
2018-11-11T17:11:14.137898,2018-11-11T17:11:14.142723,0.004825,1,1,1,1,1,1,1,1.0
2018-11-11T17:11:14.142804,2018-11-11T17:11:14.147605,0.004801,1,3,1,1,1,1,1,1.0
2018-11-11T17:11:14.148150,2018-11-11T17:11:14.157448,0.009298,2,3 8,1,2,2,2,2,1.5
2018-11-11T17:11:14.157594,2018-11-11T17:11:14.172114,0.01452,2,0 8,1,3,2,2,2,1.6875
2018-11-11T17:11:14.172259,2018-11-11T17:11:14.186816,0.014557,2,11 10,1,3,2,2,2,1.6875
2018-11-11T17:11:14.186962,2018-11-11T17:11:14.201448,0.014486,2,8 6,1,3,2,2,2,1.6875
2018-11-11T17:11:14.201592,2018-11-11T17:11:14.216089,0.014497,2,7 9,1,3,2,2,2,1.6875
2018-11-11T17:11:14.216238,2018-11-11T17:11:14.230825,0.014587,2,0 2,1,3,2,2,2,1.6875
2018-11-11T17:11:14.230972,2018-11-11T17:11:14.245505,0.014533,2,6 5,1,3,2,2,2,1.6875
2018-11-11T17:11:14.245703,2018-11-11T17:11:14.260275,0.014572,2,2 3,1,3,2,2,2,1.6875
2018-11-11T17:11:14.260525,2018-11-11T17:11:14.274952,0.014427,2,1 1,1,3,2,2,2,1.6875
2018-11-11T17:11:14.275151,2018-11-11T17:11:14.285763,0.010612,2,1 5,1,3,2,2,2,1.6875
2018-11-11T17:11:14.285963,2018-11-11T17:11:14.300459,0.014496,2,9 4,1,3,2,2,2,1.6875
2018-11-11T17:11:14.300657,2018-11-11T17:11:14.315109,0.014452,2,11 7,1,3,2,2,2,1.6875
2018-11-11T17:11:14.315259,2018-11-11T17:11:14.329843,0.014584,2,1 6,1,3,2,2,2,1.6875
2018-11-11T17:11:14.329994,2018-11-11T17:11:14.339597,0.009603,2,8 4,1,2,2,2,2,1.5
2018-11-11T17:11:14.339740,2018-11-11T17:11:14.354226,0.014486,2,9 5,1,3,2,2,2,1.6875
2018-11-11T17:11:14.354432,2018-11-11T17:11:14.368815,0.014383,2,3 11,1,3,2,2,2,1.6875
2018-11-11T17:11:14.369080,2018-11-11T17:11:14.383596,0.014516,2,0 10,1,3,2,2,2,1.6875
2018-11-11T17:11:14.383804,2018-11-11T17:11:14.398281,0.014477,2,4 1,1,3,2,2,2,1.6875
2018-11-11T17:11:14.398486,2018-11-11T17:11:14.412952,0.014466,2,1 6,1,3,2,2,2,1.6875
