start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean
2018-11-16T12:17:20.668882,2018-11-16T12:17:20.670146,0.001264,1,10,1,1,1,1,1,1.0
2018-11-16T12:17:20.670229,2018-11-16T12:17:20.670331,0.000102,1,1,1,1,1,1,1,1.0
2018-11-16T12:17:20.670402,2018-11-16T12:17:20.670488,8.6e-05,1,0,1,1,1,1,1,1.0
2018-11-16T12:17:20.670557,2018-11-16T12:17:20.670641,8.4e-05,1,11,1,1,1,1,1,1.0
2018-11-16T12:17:20.670709,2018-11-16T12:17:20.670791,8.2e-05,1,4,1,1,1,1,1,1.0
2018-11-16T12:17:20.670860,2018-11-16T12:17:20.670942,8.2e-05,1,3,1,1,1,1,1,1.0
2018-11-16T12:17:20.671009,2018-11-16T12:17:20.671090,8.1e-05,1,3,1,1,1,1,1,1.0
2018-11-16T12:17:20.671157,2018-11-16T12:17:20.671238,8.1e-05,1,2,1,1,1,1,1,1.0
2018-11-16T12:17:20.671304,2018-11-16T12:17:20.671387,8.3e-05,1,11,1,1,1,1,1,1.0
2018-11-16T12:17:20.671453,2018-11-16T12:17:20.671536,8.3e-05,1,1,1,1,1,1,1,1.0
2018-11-16T12:17:20.671603,2018-11-16T12:17:20.671685,8.2e-05,1,10,1,1,1,1,1,1.0
2018-11-16T12:17:20.671752,2018-11-16T12:17:20.671835,8.3e-05,1,11,1,1,1,1,1,1.0
2018-11-16T12:17:20.671902,2018-11-16T12:17:20.671999,9.7e-05,1,8,1,1,1,1,1,1.0
2018-11-16T12:17:20.672067,2018-11-16T12:17:20.672150,8.3e-05,1,1,1,1,1,1,1,1.0
2018-11-16T12:17:20.672217,2018-11-16T12:17:20.672300,8.3e-05,1,9,1,1,1,1,1,1.0
2018-11-16T12:17:20.672367,2018-11-16T12:17:20.672448,8.1e-05,1,6,1,1,1,1,1,1.0
2018-11-16T12:17:20.672513,2018-11-16T12:17:20.672594,8.1e-05,1,0,1,1,1,1,1,1.0
2018-11-16T12:17:20.672660,2018-11-16T12:17:20.672742,8.2e-05,1,0,1,1,1,1,1,1.0
2018-11-16T12:17:20.672808,2018-11-16T12:17:20.672890,8.2e-05,1,1,1,1,1,1,1,1.0
2018-11-16T12:17:20.672957,2018-11-16T12:17:20.673039,8.2e-05,1,3,1,1,1,1,1,1.0
