start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,solution
2018-11-03T07:28:23.313920,2018-11-03T07:28:23.320831,0.006911,1,10,1,0,
2018-11-03T07:28:23.320844,2018-11-03T07:28:23.326564,0.00572,1,1,1,0,
2018-11-03T07:28:23.326575,2018-11-03T07:28:23.332287,0.005712,1,0,1,0,
2018-11-03T07:28:23.332296,2018-11-03T07:28:23.337965,0.005669,1,11,1,0,
2018-11-03T07:28:23.337975,2018-11-03T07:28:23.343688,0.005713,1,4,1,0,
2018-11-03T07:28:23.343698,2018-11-03T07:28:23.349427,0.005729,1,3,1,0,
2018-11-03T07:28:23.349436,2018-11-03T07:28:23.355185,0.005749,1,3,1,0,
2018-11-03T07:28:23.355196,2018-11-03T07:28:23.360538,0.005342,1,2,1,0,
2018-11-03T07:28:23.360548,2018-11-03T07:28:23.366045,0.005497,1,11,1,0,
2018-11-03T07:28:23.366054,2018-11-03T07:28:23.371766,0.005712,1,1,1,0,
2018-11-03T07:28:23.371775,2018-11-03T07:28:23.377510,0.005735,1,10,1,0,
2018-11-03T07:28:23.377520,2018-11-03T07:28:23.383235,0.005715,1,11,1,0,
2018-11-03T07:28:23.383248,2018-11-03T07:28:23.388947,0.005699,1,8,1,0,
2018-11-03T07:28:23.388958,2018-11-03T07:28:23.394666,0.005708,1,1,1,0,
2018-11-03T07:28:23.394676,2018-11-03T07:28:23.400440,0.005764,1,9,1,0,
2018-11-03T07:28:23.400450,2018-11-03T07:28:23.403951,0.003501,1,6,1,0,
2018-11-03T07:28:23.403960,2018-11-03T07:28:23.409679,0.005719,1,0,1,0,
2018-11-03T07:28:23.409688,2018-11-03T07:28:23.415414,0.005726,1,0,1,0,
2018-11-03T07:28:23.415683,2018-11-03T07:28:23.421175,0.005492,1,1,1,0,
2018-11-03T07:28:23.421185,2018-11-03T07:28:23.426894,0.005709,1,3,1,0,
2018-11-03T07:28:23.427705,2018-11-03T07:28:23.438301,0.010596,2,3 8,1,1,
2018-11-03T07:28:23.438313,2018-11-03T07:28:23.455410,0.017097,2,0 8,1,2,
2018-11-03T07:28:23.455422,2018-11-03T07:28:23.472668,0.017246,2,11 10,1,2,
2018-11-03T07:28:23.472679,2018-11-03T07:28:23.489832,0.017153,2,8 6,1,2,
2018-11-03T07:28:23.489843,2018-11-03T07:28:23.507021,0.017178,2,7 9,1,2,
2018-11-03T07:28:23.507032,2018-11-03T07:28:23.524254,0.017222,2,0 2,1,2,
2018-11-03T07:28:23.524265,2018-11-03T07:28:23.541495,0.01723,2,6 5,1,2,
2018-11-03T07:28:23.541568,2018-11-03T07:28:23.558744,0.017176,2,2 3,1,2,
2018-11-03T07:28:23.558754,2018-11-03T07:28:23.575923,0.017169,2,1 1,1,2,
2018-11-03T07:28:23.575934,2018-11-03T07:28:23.593121,0.017187,2,1 5,1,2,
2018-11-03T07:28:23.593132,2018-11-03T07:28:23.610349,0.017217,2,9 4,1,2,
2018-11-03T07:28:23.610360,2018-11-03T07:28:23.627482,0.017122,2,11 7,1,2,
2018-11-03T07:28:23.627492,2018-11-03T07:28:23.643950,0.016458,2,1 6,1,2,
2018-11-03T07:28:23.644031,2018-11-03T07:28:23.655202,0.011171,2,8 4,1,1,
2018-11-03T07:28:23.655215,2018-11-03T07:28:23.671853,0.016638,2,9 5,1,2,
2018-11-03T07:28:23.671863,2018-11-03T07:28:23.688740,0.016877,2,3 11,1,2,
2018-11-03T07:28:23.688751,2018-11-03T07:28:23.705372,0.016621,2,0 10,1,2,
2018-11-03T07:28:23.705383,2018-11-03T07:28:23.721138,0.015755,2,4 1,1,2,
2018-11-03T07:28:23.721149,2018-11-03T07:28:23.737586,0.016437,2,1 6,1,2,
2018-11-03T07:28:23.737598,2018-11-03T07:28:23.754567,0.016969,2,7 10,1,2,
2018-11-03T07:28:23.755311,2018-11-03T07:28:23.782186,0.026875,3,2 5 5,1,4,
2018-11-03T07:28:23.782197,2018-11-03T07:28:23.787676,0.005479,3,4 11 10,1,0,
2018-11-03T07:28:23.787686,2018-11-03T07:28:23.814864,0.027178,3,10 1 9,1,4,
2018-11-03T07:28:23.814874,2018-11-03T07:28:23.842769,0.027895,3,8 11 3,1,4,
2018-11-03T07:28:23.842780,2018-11-03T07:28:23.873222,0.030442,3,6 4 11,1,4,
2018-11-03T07:28:23.873285,2018-11-03T07:28:23.910376,0.037091,3,10 5 0,1,5,
2018-11-03T07:28:23.910388,2018-11-03T07:28:23.943273,0.032885,3,6 4 1,1,5,
2018-11-03T07:28:23.943285,2018-11-03T07:28:23.971282,0.027997,3,11 3 10,1,4,
2018-11-03T07:28:23.971293,2018-11-03T07:28:24.001812,0.030519,3,10 7 2,1,4,
2018-11-03T07:28:24.002017,2018-11-03T07:28:24.029878,0.027861,3,11 8 8,1,4,
2018-11-03T07:28:24.029889,2018-11-03T07:28:24.057751,0.027862,3,9 6 9,1,4,
2018-11-03T07:28:24.057762,2018-11-03T07:28:24.080147,0.022385,3,3 2 7,1,3,
2018-11-03T07:28:24.080159,2018-11-03T07:28:24.106434,0.026275,3,1 2 10,1,4,
2018-11-03T07:28:24.106499,2018-11-03T07:28:24.134573,0.028074,3,9 1 6,1,4,
2018-11-03T07:28:24.134584,2018-11-03T07:28:24.162421,0.027837,3,7 8 4,1,4,
2018-11-03T07:28:24.162432,2018-11-03T07:28:24.190357,0.027925,3,10 11 1,1,4,
2018-11-03T07:28:24.190370,2018-11-03T07:28:24.225422,0.035052,3,4 5 1,1,4,
2018-11-03T07:28:24.225650,2018-11-03T07:28:24.264225,0.038575,3,2 7 0,1,6,
2018-11-03T07:28:24.264237,2018-11-03T07:28:24.296643,0.032406,3,8 8 1,1,5,
2018-11-03T07:28:24.296656,2018-11-03T07:28:24.329902,0.033246,3,10 8 9,1,5,
2018-11-03T07:28:24.330691,2018-11-03T07:28:24.402345,0.071654,4,2 0 9 5,1,12,
2018-11-03T07:28:24.402358,2018-11-03T07:28:24.446163,0.043805,4,0 3 1 1,1,5,
2018-11-03T07:28:24.446349,2018-11-03T07:28:24.496389,0.05004,4,2 2 10 7,1,8,
2018-11-03T07:28:24.496401,2018-11-03T07:28:27.143929,2.647528,4,9 6 3 8,1,362,
2018-11-03T07:28:27.144020,2018-11-03T07:29:27.188622,60.044602,4,10 1 2 4,0,7162,
2018-11-03T07:29:27.188845,2018-11-03T07:29:27.268619,0.079774,4,5 2 11 4,1,30,
2018-11-03T07:29:27.268633,2018-11-03T07:29:27.318174,0.049541,4,8 5 0 7,1,29,
2018-11-03T07:29:27.318416,2018-11-03T07:29:54.986386,27.66797,4,0 0 3 0,1,2919,
2018-11-03T07:29:54.986528,2018-11-03T07:29:54.992416,0.005888,4,7 8 10 0,1,6,
2018-11-03T07:29:54.992429,2018-11-03T07:29:57.506211,2.513782,4,7 3 10 9,1,461,
2018-11-03T07:29:57.506309,2018-11-03T07:29:57.789304,0.282995,4,6 9 0 8,1,80,
2018-11-03T07:29:57.789385,2018-11-03T07:29:57.795064,0.005679,4,4 5 3 0,1,6,
2018-11-03T07:29:57.795077,2018-11-03T07:29:57.801291,0.006214,4,5 6 7 7,1,7,
2018-11-03T07:29:57.801304,2018-11-03T07:29:57.843336,0.042032,4,5 1 11 8,1,29,
2018-11-03T07:29:57.843350,2018-11-03T07:30:11.932420,14.08907,4,1 8 4 6,1,2070,
2018-11-03T07:30:11.932512,2018-11-03T07:30:11.944909,0.012397,4,6 11 0 4,1,12,
2018-11-03T07:30:11.944923,2018-11-03T07:30:11.956835,0.011912,4,4 3 3 5,1,16,
2018-11-03T07:30:11.956847,2018-11-03T07:30:11.959636,0.002789,4,2 1 0 7,1,2,
2018-11-03T07:30:11.959647,2018-11-03T07:30:11.966075,0.006428,4,2 2 4 5,1,8,
2018-11-03T07:30:11.966087,2018-11-03T07:30:12.085127,0.11904,4,9 6 9 11,1,39,
2018-11-03T07:30:12.085549,2018-11-03T07:30:12.100897,0.015348,5,5 5 6 6 1,1,18,
2018-11-03T07:30:12.100910,2018-11-03T07:30:12.506318,0.405408,5,4 8 0 5 8,1,143,
2018-11-03T07:30:12.506398,2018-11-03T07:31:12.542459,60.036061,5,5 9 10 0 4,0,6071,
2018-11-03T07:31:12.542549,2018-11-03T07:31:12.773503,0.230954,5,0 8 1 8 6,1,123,
2018-11-03T07:31:12.773582,2018-11-03T07:32:12.835098,60.061516,5,10 11 10 6 4,0,10788,
2018-11-03T07:32:12.835244,2018-11-03T07:33:12.872703,60.037459,5,4 4 9 1 3,0,6341,
2018-11-03T07:33:12.872845,2018-11-03T07:33:12.906899,0.034054,5,9 6 7 11 3,1,38,
2018-11-03T07:33:12.906912,2018-11-03T07:33:13.109926,0.203014,5,6 4 2 5 0,1,69,
2018-11-03T07:33:13.110061,2018-11-03T07:34:13.135185,60.025124,5,9 11 10 9 5,0,4589,
2018-11-03T07:34:13.135273,2018-11-03T07:34:13.174930,0.039657,5,8 6 8 11 10,1,45,
2018-11-03T07:34:13.174945,2018-11-03T07:34:14.005591,0.830646,5,1 5 10 3 7,1,215,
2018-11-03T07:34:14.005673,2018-11-03T07:35:14.033507,60.027834,5,0 7 3 0 9,0,4191,
2018-11-03T07:35:14.033598,2018-11-03T07:35:14.049061,0.015463,5,6 8 11 7 10,1,18,
2018-11-03T07:35:14.049075,2018-11-03T07:35:14.067533,0.018458,5,7 11 11 3 10,1,21,
2018-11-03T07:35:14.067547,2018-11-03T07:35:14.077100,0.009553,5,9 11 6 2 1,1,11,
2018-11-03T07:35:14.077113,2018-11-03T07:35:14.087993,0.01088,5,10 3 8 8 3,1,13,
2018-11-03T07:35:14.088006,2018-11-03T07:35:14.092052,0.004046,5,9 8 3 5 8,1,4,
2018-11-03T07:35:14.092063,2018-11-03T07:35:14.120680,0.028617,5,6 1 11 10 7,1,31,
2018-11-03T07:35:14.120694,2018-11-03T07:35:19.038346,4.917652,5,11 11 1 2 7,1,748,
2018-11-03T07:35:19.038499,2018-11-03T07:35:19.049653,0.011154,5,10 5 7 2 9,1,14,
2018-11-03T07:35:19.060193,2018-11-03T07:35:19.274460,0.214267,6,1 3 8 0 7 3,1,70,
2018-11-03T07:35:19.274541,2018-11-03T07:35:21.137863,1.863322,6,6 9 4 7 0 3,1,510,
2018-11-03T07:35:21.137980,2018-11-03T07:35:21.219955,0.081975,6,11 6 9 10 7 10,1,81,
2018-11-03T07:35:21.219969,2018-11-03T07:35:28.631304,7.411335,6,10 0 9 6 11 10,1,1157,
2018-11-03T07:35:28.631403,2018-11-03T07:36:28.750887,60.119484,6,2 11 9 0 4 5,0,9526,
2018-11-03T07:36:28.750982,2018-11-03T07:36:34.079101,5.328119,6,10 5 1 6 9 11,1,2133,
2018-11-03T07:36:34.079251,2018-11-03T07:36:34.183459,0.104208,6,8 6 11 11 4 1,1,74,
2018-11-03T07:36:34.183617,2018-11-03T07:36:37.124702,2.941085,6,7 10 10 6 11 1,1,1053,
2018-11-03T07:36:37.124843,2018-11-03T07:37:37.147792,60.022949,6,9 8 6 2 2 6,0,4452,
2018-11-03T07:37:37.147936,2018-11-03T07:37:42.716420,5.568484,6,4 2 6 4 4 9,1,2053,
2018-11-03T07:37:42.716566,2018-11-03T07:37:42.951616,0.23505,6,0 4 5 3 2 11,1,145,
2018-11-03T07:37:42.951750,2018-11-03T07:37:42.959410,0.00766,6,1 6 7 10 8 10,1,8,
2018-11-03T07:37:42.959424,2018-11-03T07:37:55.757403,12.797979,6,7 10 6 3 5 3,1,1393,
2018-11-03T07:37:55.757554,2018-11-03T07:38:55.784293,60.026739,6,2 6 5 8 9 11,0,5137,
2018-11-03T07:38:55.784435,2018-11-03T07:38:56.031086,0.246651,6,10 10 5 7 2 2,1,139,
2018-11-03T07:38:56.031167,2018-11-03T07:38:56.128630,0.097463,6,1 10 8 11 9 8,1,46,
2018-11-03T07:38:56.128645,2018-11-03T07:39:56.195256,60.066611,6,7 11 6 5 6 11,0,5306,
2018-11-03T07:39:56.208008,2018-11-03T07:39:56.214035,0.006027,6,0 7 8 1 1 1,1,8,
2018-11-03T07:39:56.214049,2018-11-03T07:39:58.120383,1.906334,6,6 4 9 0 2 1,1,579,
2018-11-03T07:39:58.120527,2018-11-03T07:39:58.124782,0.004255,6,9 9 1 6 7 6,1,5,
2018-11-03T07:39:58.125323,2018-11-03T07:40:58.267995,60.142672,7,2 3 10 1 11 9 11,0,9438,
2018-11-03T07:40:58.268094,2018-11-03T07:41:05.647461,7.379367,7,5 6 9 2 11 9 1,1,2088,
2018-11-03T07:41:05.647619,2018-11-03T07:42:05.733496,60.085877,7,9 7 4 5 3 7 4,0,14389,
2018-11-03T07:42:05.733646,2018-11-03T07:43:05.809865,60.076219,7,2 6 8 1 9 0 11,0,11457,
2018-11-03T07:43:05.810016,2018-11-03T07:43:21.848778,16.038762,7,5 7 9 11 1 4 4,1,1482,
2018-11-03T07:43:21.848924,2018-11-03T07:43:35.560541,13.711617,7,0 7 8 10 6 11 6,1,3223,
2018-11-03T07:43:35.560693,2018-11-03T07:44:35.688970,60.128277,7,9 1 2 0 9 4 5,0,20441,
2018-11-03T07:44:35.689124,2018-11-03T07:44:48.540901,12.851777,7,8 11 0 5 1 4 5,1,1754,
2018-11-03T07:44:48.552006,2018-11-03T07:44:48.650400,0.098394,7,8 3 6 7 6 6 5,1,49,
2018-11-03T07:44:48.650533,2018-11-03T07:44:49.474939,0.824406,7,4 2 1 4 4 11 8,1,290,
2018-11-03T07:44:49.475081,2018-11-03T07:45:49.563861,60.08878,7,3 5 5 4 6 9 10,0,14221,
2018-11-03T07:45:49.564013,2018-11-03T07:45:51.659777,2.095764,7,6 9 5 2 3 8 1,1,386,
2018-11-03T07:45:51.659873,2018-11-03T07:46:51.831859,60.171986,7,0 11 7 3 2 5 7,0,18788,
2018-11-03T07:46:51.831968,2018-11-03T07:46:53.083248,1.25128,7,10 6 11 4 1 6 3,1,227,
2018-11-03T07:46:53.083392,2018-11-03T07:47:53.119556,60.036164,7,9 2 4 9 10 6 2,0,4856,
2018-11-03T07:47:53.119652,2018-11-03T07:48:53.242693,60.123041,7,1 2 1 11 2 4 9,0,14574,
2018-11-03T07:48:53.242838,2018-11-03T07:48:53.321171,0.078333,7,4 6 1 2 1 4 11,1,79,
2018-11-03T07:48:53.321186,2018-11-03T07:49:30.993383,37.672197,7,0 2 0 2 10 3 1,1,8766,
2018-11-03T07:49:30.993482,2018-11-03T07:49:30.996926,0.003444,7,11 7 3 2 2 2 2,1,4,
