model_index,wins
6,0.5321052631578947
8,0.5236842105263158
10,0.4268421052631579
18,0.3813157894736842
20,0.4676315789473684
25,0.40131578947368424
37,0.4713157894736842
38,0.44105263157894736
46,0.47578947368421054
49,0.4886842105263158
50,0.5081578947368421
57,0.48210526315789476
66,0.5565789473684211
68,0.5344736842105263
72,0.5613157894736842
78,0.44552631578947366
87,0.5673684210526316
88,0.5671052631578948
91,0.5931578947368421
105,0.5692105263157895
