Wall time,Step,Value
1573557820.9542682,2813,-0.0767826959490776
1573557824.8192582,3039,-0.07499488443136215
1573557837.2866824,4778,-0.06324241310358047
1573557851.1510031,6244,-0.06776854395866394
1573557892.4257476,11262,-0.07245022058486938
1573557924.9733572,15184,-0.07606586813926697
1573557927.2233784,15619,-0.0767417773604393
1573557936.6614842,16799,-0.07425514608621597
1573557945.5671232,17969,-0.07399067282676697
1573557965.235751,20048,-0.07877149432897568
1573557965.8282886,20147,-0.08069764077663422
1573557968.3053882,20567,-0.07926993817090988
1573558042.716655,29500,-0.057098470628261566
1573558072.9236972,33011,-0.055853210389614105
1573558090.189718,35023,-0.05924534797668457
1573558092.292264,35377,-0.06158905103802681
1573558111.6044698,37709,-0.062090713530778885
1573558118.0239346,38369,-0.06305619329214096
1573558149.5859969,42023,-0.06304044276475906
1573558151.9507265,42425,-0.06348398327827454
1573558180.5911593,45919,-0.0680496096611023
1573558189.391762,46961,-0.06577712297439575
1573558194.2985575,47303,-0.06391452252864838
1573558206.5023167,48977,-0.062494393438100815
1573558280.0193717,57484,-0.07255490869283676
1573558303.443631,60182,-0.07348906248807907
1573558331.3023303,63685,-0.06570865213871002
1573558353.1187322,66009,-0.05657314881682396
1573558395.6593227,71203,-0.05405129864811897
1573558437.1029682,76125,-0.04955257475376129
1573558465.8228,79712,-0.04571341350674629
1573558466.5989816,79831,-0.0464799664914608
1573558473.8632965,80630,-0.048495374619960785
1573558475.0896833,80841,-0.04538185894489288
1573558499.813931,83720,-0.05150284618139267
1573558505.1502569,84237,-0.05151720717549324
1573558529.1338537,87157,-0.05227766931056976
1573558546.4472938,89476,-0.044617146253585815
1573558577.6823003,93135,-0.046460796147584915
1573558594.7092347,95266,-0.04844756796956062
1573558611.6758313,97401,-0.054620902985334396
1573558671.760468,104852,-0.046246156096458435
1573558707.5340557,109032,-0.04409058392047882
1573558708.552803,109225,-0.041991423815488815
1573558784.107518,118236,-0.03562208637595177
1573558801.3867097,120361,-0.0381174236536026
1573558809.260894,121221,-0.03345801308751106
1573558837.7018268,124744,-0.0327339768409729
1573558853.943535,126600,-0.05057042837142944
1573558911.437805,133398,-0.051269467920064926
1573558955.5240822,138971,-0.04847170040011406
1573559030.6109838,147455,-0.011645087972283363
1573559040.9481263,148814,-0.023515816777944565
1573559066.0423174,151698,-0.0443398654460907
1573559091.5514634,154840,-0.05337347462773323
