start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean
2019-01-08T12:10:06.455689,2019-01-08T12:10:06.493637,0.037948,1,10,1,1,1,1,1,1.0
2019-01-08T12:10:06.493861,2019-01-08T12:10:06.494617,0.000756,1,1,1,1,1,1,1,1.0
2019-01-08T12:10:06.494784,2019-01-08T12:10:06.495504,0.00072,1,0,1,1,1,1,1,1.0
2019-01-08T12:10:06.495669,2019-01-08T12:10:06.496392,0.000723,1,11,1,1,1,1,1,1.0
2019-01-08T12:10:06.496557,2019-01-08T12:10:06.497280,0.000723,1,4,1,1,1,1,1,1.0
2019-01-08T12:10:06.498067,2019-01-08T12:10:06.500425,0.002358,2,3 3,1,3,2,2,2,1.6875
2019-01-08T12:10:06.500861,2019-01-08T12:10:06.503122,0.002261,2,11 1,1,3,2,2,2,1.6875
2019-01-08T12:10:06.503504,2019-01-08T12:10:06.505764,0.00226,2,11 8,1,3,2,2,2,1.6875
2019-01-08T12:10:06.506207,2019-01-08T12:10:06.507697,0.00149,2,9 6,1,2,2,2,2,1.5
2019-01-08T12:10:06.507993,2019-01-08T12:10:06.510224,0.002231,2,0 1,1,3,2,2,2,1.6875
2019-01-08T12:10:06.511259,2019-01-08T12:10:06.512072,0.000813,3,3 8 9,1,1,1,1,1,1.0
2019-01-08T12:10:06.512240,2019-01-08T12:10:06.517613,0.005373,3,0 8 3,1,7,3,3,3,2.4125
2019-01-08T12:10:06.518353,2019-01-08T12:10:06.522295,0.003942,3,8 6 3,1,5,3,3,3,2.230769230769231
2019-01-08T12:10:06.522876,2019-01-08T12:10:06.525642,0.002766,3,4 0 2,1,4,3,3,3,2.0238095238095237
2019-01-08T12:10:06.526130,2019-01-08T12:10:06.529338,0.003208,3,5 4 2,1,5,3,3,3,2.230769230769231
2019-01-08T12:10:06.530349,2019-01-08T12:10:06.532105,0.001756,4,1 1 6 1,1,3,2,2,2,1.6875
