start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean
2019-01-08T05:02:03.214971,2019-01-08T05:02:03.218501,0.00353,1,10,1,1,1,1,1,1.0
2019-01-08T05:02:03.218620,2019-01-08T05:02:03.219910,0.00129,1,1,1,1,1,1,1,1.0
2019-01-08T05:02:03.220012,2019-01-08T05:02:03.221298,0.001286,1,0,1,1,1,1,1,1.0
2019-01-08T05:02:03.221399,2019-01-08T05:02:03.222681,0.001282,1,11,1,1,1,1,1,1.0
2019-01-08T05:02:03.222784,2019-01-08T05:02:03.224055,0.001271,1,4,1,1,1,1,1,1.0
2019-01-08T05:02:03.224564,2019-01-08T05:02:03.228547,0.003983,2,3 3,1,3,2,2,2,1.6875
2019-01-08T05:02:03.228821,2019-01-08T05:02:03.232726,0.003905,2,11 1,1,3,2,2,2,1.6875
2019-01-08T05:02:03.232917,2019-01-08T05:02:03.236797,0.00388,2,11 8,1,3,2,2,2,1.6875
2019-01-08T05:02:03.237062,2019-01-08T05:02:03.239649,0.002587,2,9 6,1,2,2,2,2,1.5
2019-01-08T05:02:03.239831,2019-01-08T05:02:03.243701,0.00387,2,0 1,1,3,2,2,2,1.6875
2019-01-08T05:02:03.244378,2019-01-08T05:02:03.245715,0.001337,3,3 8 9,1,1,1,1,1,1.0
2019-01-08T05:02:03.245818,2019-01-08T05:02:03.254994,0.009176,3,0 8 3,1,7,3,3,3,2.4125
2019-01-08T05:02:03.255444,2019-01-08T05:02:03.262046,0.006602,3,8 6 3,1,5,3,3,3,2.230769230769231
2019-01-08T05:02:03.262399,2019-01-08T05:02:03.267609,0.00521,3,4 0 2,1,4,3,3,3,2.0238095238095237
2019-01-08T05:02:03.267959,2019-01-08T05:02:03.274519,0.00656,3,5 4 2,1,5,3,3,3,2.230769230769231
2019-01-08T05:02:03.275378,2019-01-08T05:02:03.279354,0.003976,4,1 1 6 1,1,3,2,2,2,1.6875
2019-01-08T05:02:03.279544,2019-01-08T05:02:03.288764,0.00922,4,5 9 4 0,1,7,4,4,4,2.75
2019-01-08T05:02:03.289278,2019-01-08T05:02:03.298540,0.009262,4,1 6 1 8,1,7,4,4,4,2.75
2019-01-08T05:02:03.299053,2019-01-08T05:02:03.306943,0.00789,4,5 9 11 1,1,6,4,4,4,2.532258064516129
2019-01-08T05:02:03.307455,2019-01-08T05:02:03.315349,0.007894,4,4 1 3 1,1,6,4,4,4,2.532258064516129
2019-01-08T05:02:03.316253,2019-01-08T05:02:03.327812,0.011559,5,10 5 2 5 5,1,8,5,5,5,3.0365853658536586
2019-01-08T05:02:03.328478,2019-01-08T05:02:03.343729,0.015251,5,10 10 1 9 10,1,9,5,5,5,3.260869565217391
2019-01-08T05:02:03.344479,2019-01-08T05:02:03.361293,0.016814,5,2 7 6 4 11,1,10,5,5,5,3.4727272727272727
2019-01-08T05:02:03.362056,2019-01-08T05:02:03.467125,0.105069,5,0 3 0 5 6,1,54,27,5,7,5.058278145695364
2019-01-08T05:02:03.469645,2019-01-08T05:02:03.483401,0.013756,5,6 5 3 2 7,1,8,5,5,5,3.43
2019-01-08T05:02:03.484640,2019-01-08T05:02:03.502076,0.017436,6,10 2 10 6 9 1,1,10,6,6,6,3.418181818181818
2019-01-08T05:02:03.502982,2019-01-08T05:02:03.523282,0.0203,6,4 8 0 10 11 1,1,13,6,6,6,3.9411764705882355
2019-01-08T05:02:03.524517,2019-01-08T05:02:03.633099,0.108582,6,4 6 2 7 0 11,1,93,26,6,8,5.074355083459787
2019-01-08T05:02:03.642723,2019-01-08T05:02:03.662982,0.020259,6,8 9 6 3 8 11,1,15,6,6,6,4.078947368421052
2019-01-08T05:02:03.664616,2019-01-08T05:02:03.678113,0.013497,6,10 5 7 8 7 3,1,10,6,6,6,3.8333333333333335
2019-01-08T05:02:03.679418,2019-01-08T05:02:03.724613,0.045195,7,8 3 3 0 1 11 10,1,33,7,7,7,4.400958466453674
2019-01-08T05:02:03.729305,2019-01-08T05:02:04.255767,0.526462,7,9 7 3 7 6 3 1,1,289,7,7,12,9.717096336499322
2019-01-08T05:02:04.279656,2019-01-08T05:02:04.295130,0.015474,7,4 9 10 8 0 10 8,1,11,7,7,7,4.035714285714286
2019-01-08T05:02:04.296055,2019-01-08T05:02:04.313793,0.017738,7,1 11 8 4 4 9 11,1,13,7,7,7,4.772222222222222
2019-01-08T05:02:04.315124,2019-01-08T05:02:05.032925,0.717801,7,0 1 10 6 4 0 0,1,321,125,7,11,8.607318070318888
2019-01-08T05:02:05.073868,2019-01-08T05:02:05.087439,0.013571,8,10 1 4 8 10 10 9 5,1,19,8,8,8,5.026923076923077
2019-01-08T05:02:05.089413,2019-01-08T05:02:05.103002,0.013589,8,3 7 9 1 6 10 9 11,1,20,8,8,8,5.256
2019-01-08T05:02:05.107066,2019-01-08T05:02:05.132340,0.025274,8,1 6 3 2 11 8 7 0,1,46,8,8,8,4.398084815321478
2019-01-08T05:02:05.137852,2019-01-08T05:02:05.146827,0.008975,8,7 4 3 10 8 7 10 3,1,16,8,8,8,4.302469135802469
2019-01-08T05:02:05.148127,2019-01-08T05:02:05.157813,0.009686,8,5 8 1 2 2 3 6 11,1,17,8,8,8,5.651567944250871
2019-01-08T05:02:05.160274,2019-01-08T05:02:10.772869,5.612595,9,8 7 6 3 6 6 9 11 0,1,4516,9,9,20,12.182424195886085
2019-01-08T05:02:11.130743,2019-01-08T05:02:11.188122,0.057379,9,10 1 4 2 6 10 8 11 4,1,76,9,9,9,5.7860576923076925
2019-01-08T05:02:11.198024,2019-01-08T05:02:11.256411,0.058387,9,1 0 8 8 3 8 5 8 7,1,100,7,7,9,5.612244897959184
2019-01-08T05:02:11.263044,2019-01-08T05:02:11.393728,0.130684,9,2 2 10 11 10 6 5 6 7,1,205,9,9,16,11.441714471263124
2019-01-08T05:02:11.447818,2019-01-08T05:02:11.481520,0.033702,9,5 6 6 2 4 6 2 7 3,1,62,9,9,9,4.221467391304348
2019-01-08T05:02:11.488680,2019-01-08T05:02:16.608401,5.119721,10,9 9 0 1 3 11 10 8 3 7,1,5935,10,10,19,11.02582278023611
2019-01-08T05:02:18.292891,2019-01-08T05:02:18.509544,0.216653,10,3 5 7 7 5 9 10 11 9 2,1,285,10,10,14,7.893973719981876
2019-01-08T05:02:18.535438,2019-01-08T05:02:18.553293,0.017855,10,8 4 6 3 8 6 5 5 7 7,1,31,10,10,10,5.759174311926605
2019-01-08T05:02:18.556811,2019-01-08T05:06:22.839282,244.282471,10,2 2 5 9 11 1 10 3 6 5,1,110749,84,10,31,17.41302031702138
2019-01-08T05:06:34.095141,2019-01-08T05:12:48.515923,374.420782,10,4 7 8 0 0 7 10 9 2 11,1,104732,10,10,31,16.572241336697857
2019-01-08T05:12:57.455534,2019-01-08T05:12:58.692767,1.237233,11,7 5 6 2 9 7 8 8 3 5 5,1,729,19,13,16,11.378273975008048
2019-01-08T05:12:58.887565,2019-01-08T05:14:32.107625,93.22006,11,5 8 5 0 8 4 3 4 2 1 11,1,51744,11,11,25,13.52431388741538
2019-01-08T05:14:39.343345,2019-01-08T05:24:39.549194,600.205849,11,5 10 0 1 9 2 2 7 10 1 9,0,299652,-1,-1,34,24.46841775707049
2019-01-08T05:26:25.344893,2019-01-08T05:26:32.783742,7.438849,11,7 7 10 7 8 6 9 5 6 8 9,1,5901,11,11,21,12.861438748965353
2019-01-08T05:26:33.557470,2019-01-08T05:26:34.525423,0.967953,11,7 9 9 11 3 5 10 3 8 10 1,1,1402,11,11,18,9.813588541414923
2019-01-08T05:26:34.888360,2019-01-08T05:27:18.068150,43.17979,12,9 5 6 3 11 0 5 0 2 0 2 3,1,23374,184,20,26,16.99330339261351
2019-01-08T05:29:52.959259,2019-01-08T05:31:18.462815,85.503556,12,6 1 9 4 5 5 8 11 6 10 5 6,1,50023,78,22,30,16.39100324326323
2019-01-08T05:32:07.016917,2019-01-08T05:42:07.220229,600.203312,12,5 3 7 4 2 11 2 11 11 0 1 9,0,394010,-1,-1,29,17.239823841473935
2019-01-08T05:42:46.516718,2019-01-08T05:52:49.389703,602.872985,12,9 9 4 5 8 10 10 10 5 7 8 5,0,247775,-1,-1,31,18.16029328914423
2019-01-08T05:53:17.787755,2019-01-08T05:53:19.760671,1.972916,12,4 9 10 6 9 7 7 6 1 9 0 10,1,628,10,10,13,8.437962962962963
2019-01-08T05:53:19.861227,2019-01-08T05:53:23.462053,3.600826,13,9 11 2 9 6 6 5 9 11 8 4 0 1,1,4474,15,13,20,12.44162304258164
2019-01-08T05:53:25.722540,2019-01-08T05:54:08.244203,42.521663,13,10 11 3 7 10 0 9 9 9 5 6 5 6,1,25738,11,11,26,14.720813447052567
2019-01-08T05:54:11.470570,2019-01-08T06:03:06.736962,535.266392,13,6 11 6 1 8 0 9 9 11 11 9 0 2,1,206493,139,27,33,20.19210419219125
2019-01-08T06:10:47.967356,2019-01-08T06:20:49.120728,601.153372,13,7 8 3 5 8 4 8 11 3 10 2 3 3,0,425905,-1,-1,31,17.53300419935341
2019-01-08T06:21:24.399497,2019-01-08T06:31:27.917385,603.517888,13,1 6 2 10 3 2 0 3 4 11 7 5 7,0,305769,-1,-1,30,16.13513489334515
2019-01-08T06:31:52.003468,2019-01-08T06:41:53.989755,601.986287,14,11 1 4 2 11 3 1 3 4 3 4 2 1 1,0,282741,-1,-1,34,19.01356726438997
2019-01-08T06:42:45.697378,2019-01-08T06:52:47.594906,601.897528,14,10 9 7 6 5 8 10 11 3 4 5 2 7 4,0,210284,-1,-1,35,21.545448721967087
2019-01-08T06:53:46.627139,2019-01-08T06:54:12.071670,25.444531,14,2 7 2 1 11 9 8 10 2 4 11 2 9 6,1,23533,16,14,29,14.074130595700437
2019-01-08T06:54:18.053074,2019-01-08T06:54:40.057147,22.004073,14,7 3 10 8 3 2 4 2 3 2 1 0 4 0,1,28407,46,12,20,11.484023779444431
2019-01-08T06:54:47.281724,2019-01-08T07:04:47.396778,600.115054,14,3 1 6 7 9 9 4 11 4 0 0 5 7 4,0,280719,-1,-1,34,20.399831931121245
2019-01-08T07:05:30.112442,2019-01-08T07:15:32.009991,601.897549,15,8 8 6 4 11 10 1 8 1 1 2 11 10 6 1,0,269280,-1,-1,35,20.305110513263386
2019-01-08T07:16:16.703974,2019-01-08T07:18:10.989216,114.285242,15,8 11 11 9 1 11 4 3 2 3 8 4 9 4 1,1,80114,13,13,29,15.426104148010578
2019-01-08T07:18:31.415795,2019-01-08T07:28:31.772797,600.357002,15,2 7 7 4 5 8 10 8 7 10 0 10 2 9 6,0,250693,-1,-1,32,18.120436720059832
2019-01-08T07:28:56.457824,2019-01-08T07:38:58.083847,601.626023,15,9 2 4 5 8 8 5 5 4 2 7 2 1 3 2,0,279120,-1,-1,30,17.179154336012328
2019-01-08T07:39:29.198873,2019-01-08T07:49:31.065823,601.86695,15,9 4 1 3 6 9 1 11 3 4 8 7 2 0 7,0,307570,-1,-1,32,17.90122551743253
2019-01-08T07:50:24.181945,2019-01-08T08:00:26.382483,602.200538,16,3 2 3 7 7 7 2 6 3 6 11 7 0 0 5 9,0,312865,-1,-1,33,16.836376321167847
2019-01-08T08:00:47.826010,2019-01-08T08:10:50.050848,602.224838,16,1 5 7 6 10 2 0 10 0 10 9 10 2 6 10 2,0,299074,-1,-1,31,17.87531085534471
2019-01-08T08:11:24.880796,2019-01-08T08:21:26.993379,602.112583,16,8 11 2 9 8 10 11 0 3 3 7 8 0 10 5 4,0,313221,-1,-1,36,16.963246923560476
2019-01-08T08:21:46.762929,2019-01-08T08:31:49.024431,602.261502,16,0 10 11 8 4 8 0 9 5 7 6 1 6 10 2 0,0,304037,-1,-1,31,17.202083939994367
2019-01-08T08:32:07.159828,2019-01-08T08:42:09.344364,602.184536,16,4 3 5 1 3 1 3 4 1 11 1 1 0 8 3 10,0,231721,-1,-1,31,16.824756120515655
2019-01-08T08:42:28.493838,2019-01-08T08:52:29.942687,601.448849,17,5 2 10 6 1 11 8 5 7 4 9 9 11 4 3 6 5,0,306110,-1,-1,34,15.928751482422978
2019-01-08T08:52:45.927916,2019-01-08T09:02:48.153327,602.225411,17,1 2 0 5 5 4 9 11 6 1 8 6 7 3 0 5 10,0,264064,-1,-1,34,15.981227192712183
2019-01-08T09:02:58.387813,2019-01-08T09:13:00.141672,601.753859,17,3 0 0 7 5 7 0 7 2 9 2 9 9 10 10 7 3,0,288073,-1,-1,34,19.614986046785525
2019-01-08T09:14:36.486346,2019-01-08T09:24:38.515971,602.029625,17,6 6 6 5 4 3 6 7 5 8 9 2 1 1 6 1 10,0,322099,-1,-1,33,17.86208951556815
2019-01-08T09:25:12.072096,2019-01-08T09:35:14.449275,602.377179,17,0 11 1 0 3 3 1 1 4 4 0 7 10 8 3 0 11,0,226586,-1,-1,32,17.481860121295668
2019-01-08T09:35:38.085181,2019-01-08T09:45:39.505175,601.419994,18,11 2 5 2 5 2 10 5 7 10 0 3 7 5 1 8 11 4,0,282752,-1,-1,32,16.53002858982181
2019-01-08T09:45:56.847516,2019-01-08T09:55:58.799256,601.95174,18,6 11 6 4 5 2 3 7 8 1 0 9 7 7 8 5 3 6,0,285006,-1,-1,30,15.887781532895792
2019-01-08T09:56:12.195103,2019-01-08T10:06:14.187529,601.992426,18,5 2 4 11 4 0 10 7 11 6 11 11 9 10 2 2 5 4,0,227089,-1,-1,34,20.055568181104352
2019-01-08T10:06:53.608096,2019-01-08T10:16:55.034031,601.425935,18,3 5 8 4 4 2 10 8 7 6 3 3 10 6 10 6 8 3,0,337926,-1,-1,31,15.531051299386258
2019-01-08T10:17:20.566607,2019-01-08T10:27:23.144166,602.577559,18,2 9 9 5 4 3 2 4 5 9 4 1 0 1 0 5 8 4,0,318795,-1,-1,28,15.21666392244067
2019-01-08T10:27:46.575633,2019-01-08T10:37:48.925720,602.350087,19,9 11 7 4 5 7 2 9 0 10 7 4 2 4 6 9 6 1 9,0,223783,-1,-1,29,16.72942515767962
2019-01-08T10:38:02.242655,2019-01-08T10:48:03.638586,601.395931,19,0 10 10 1 10 3 2 4 5 4 3 0 4 0 3 6 3 7 3,0,300035,-1,-1,28,15.815474456275773
2019-01-08T10:48:38.881650,2019-01-08T10:58:41.026256,602.144606,19,4 11 7 7 3 10 6 5 0 3 6 2 1 5 0 9 8 3 4,0,347165,-1,-1,28,15.081255054554726
2019-01-08T10:59:02.291875,2019-01-08T11:09:04.976519,602.684644,19,3 5 1 1 5 2 5 4 11 4 0 2 0 10 1 5 1 6 1,0,311048,-1,-1,36,18.868901850380404
2019-01-08T11:09:45.297570,2019-01-08T11:19:47.582031,602.284461,19,5 9 4 11 2 11 11 3 2 0 10 1 4 8 4 5 5 1 10,0,311570,-1,-1,32,16.819908694839885
